Volcano Name,Max. VEI,Country,Volcanic_Region,Volcano_type,Summit,Year,Latitude_value,Longitude_value
136,3,10,10,1,2882.0,1986,55.972,160.595
37,4,10,10,1,4754.0,1986,56.056,160.642
152,2,4,9,2,1073.0,1986,53.43,-168.13
75,4,10,11,1,1781.0,1986,50.324,155.461
249,3,6,6,1,746.0,1986,34.724,139.394
155,2,22,7,7,1334.0,1986,-16.25,168.12
108,2,32,18,1,3320.0,1986,37.748,14.999
70,1,10,11,1,724.0,1986,48.98,153.48
1,2,1,1,1,2910.0,1986,-7.54,110.446
81,3,19,8,1,5592.0,1986,-23.37,-67.73
19,1,10,11,1,1496.0,1986,48.092,153.2
260,0,27,4,4,-2140.0,1986,44.83,-130.3
53,1,1,1,5,2565.0,1986,-7.2,109.879
52,2,21,14,2,3058.0,1986,-1.408,29.2
9,1,7,7,4,-20.0,1986,-8.991,157.979
261,1,1,1,1,2145.0,1986,0.686,99.539
203,2,1,1,5,2785.0,1986,4.903,96.289
239,0,27,4,4,-2400.0,1986,46.52,-129.58
118,0,14,13,4,-132.0,1986,-25.887,-177.188
153,0,14,13,4,-220.0,1986,-35.745,178.478
37,2,10,10,1,4754.0,1986,56.056,160.642
58,2,13,12,1,2435.0,1986,10.412,123.132
240,1,1,1,1,1659.0,1986,-8.342,123.258
46,2,10,11,1,2285.0,1986,50.861,155.565
259,0,27,4,4,-39.0,1986,-28.98,-140.25
16,2,4,9,1,1730.0,1986,52.825,-169.944
78,3,4,9,1,2493.0,1986,55.417,-161.894
212,3,10,10,1,3283.0,1986,56.653,161.36
174,4,4,9,10,1252.0,1986,59.363,-153.43
136,2,10,10,1,2882.0,1986,55.972,160.595
85,2,1,1,1,1580.0,1986,1.358,124.792
30,2,4,9,1,2857.0,1986,54.756,-163.97
244,2,4,9,1,1303.0,1986,54.134,-165.986
108,2,32,18,1,3320.0,1986,37.748,14.999
262,1,44,3,1,4064.0,1986,15.132,-92.109
163,1,14,13,1,2797.0,1986,-39.28,175.57
24,3,14,13,1,294.0,1986,-37.52,177.18
258,1,9,8,1,5660.0,1986,-33.425,-69.797
139,2,6,6,4,-29.0,1986,24.285,141.481
108,1,32,18,1,3320.0,1985,37.748,14.999
9,1,7,7,4,-20.0,1985,-8.991,157.979
140,1,3,3,1,1700.0,1985,11.538,-85.622
31,3,16,7,1,2334.0,1985,-5.05,151.33
20,1,11,3,1,2130.0,1985,13.434,-88.269
163,1,14,13,1,2797.0,1985,-39.28,175.57
58,1,13,12,1,2435.0,1985,10.412,123.132
181,2,6,6,1,796.0,1985,29.638,129.714
21,1,8,3,5,1916.0,1985,10.83,-85.324
96,3,29,8,1,5279.0,1985,4.892,-75.324
13,2,1,1,1,3260.0,1985,-8.119,114.056
37,3,10,10,1,4754.0,1985,56.056,160.642
62,3,1,1,5,1912.0,1985,-8.2,119.07
35,1,18,3,1,3850.0,1985,19.514,-103.62
263,1,17,8,1,5822.0,1985,-16.294,-71.409
186,1,6,6,1,2077.0,1985,43.418,142.686
6,1,5,5,2,2632.0,1985,-21.244,55.708
136,3,10,10,1,2882.0,1985,55.972,160.595
212,2,10,10,1,3283.0,1985,56.653,161.36
163,1,14,13,1,2797.0,1985,-39.28,175.57
18,2,1,1,1,1785.0,1985,1.112,124.737
194,1,12,8,1,4784.0,1985,-0.171,-78.598
264,0,15,13,2,260.0,1985,-15.6,-175.63
58,1,13,12,1,2435.0,1985,10.412,123.132
108,1,32,18,1,3320.0,1985,37.748,14.999
116,1,1,1,1,875.0,1985,-8.32,121.708
117,2,34,5,1,2745.0,1985,-53.106,73.513
265,0,5,4,4,-1743.0,1985,-17.564,-148.821
266,0,45,17,1,2197.0,1985,71.082,-8.155
31,1,16,7,1,2334.0,1984,-5.05,151.33
96,1,29,8,1,5279.0,1984,4.892,-75.324
140,2,3,3,1,1700.0,1984,11.538,-85.622
81,0,19,8,1,5592.0,1984,-23.37,-67.73
45,2,4,9,1,2507.0,1984,56.17,-159.38
50,1,1,1,5,2885.0,1984,-0.38,100.474
163,1,14,13,1,2797.0,1984,-39.28,175.57
181,2,6,6,1,796.0,1984,29.638,129.714
56,3,13,12,1,2462.0,1984,13.257,123.685
267,0,30,17,3,800.0,1984,65.715,-16.728
31,1,16,7,1,2334.0,1984,-5.05,151.33
94,2,19,8,1,2847.0,1984,-39.42,-71.93
134,2,10,10,3,1799.0,1984,52.559,158.03
108,3,32,18,1,3320.0,1984,37.748,14.999
16,1,4,9,1,1730.0,1984,52.825,-169.944
155,2,22,7,7,1334.0,1984,-16.25,168.12
40,2,7,7,1,796.0,1984,-10.386,165.804
18,3,1,1,1,1785.0,1984,1.112,124.737
4,1,1,1,1,2329.0,1984,-7.942,112.95
116,2,1,1,1,875.0,1984,-8.32,121.708
144,1,6,6,3,1499.0,1984,43.384,144.013
108,1,32,18,1,3320.0,1984,37.748,14.999
159,2,19,8,1,3125.0,1984,-38.692,-71.729
36,1,6,6,3,1592.0,1984,32.884,131.104
163,1,14,13,1,2797.0,1984,-39.28,175.57
21,2,8,3,5,1916.0,1984,10.83,-85.324
22,1,12,8,2,1476.0,1984,-0.37,-91.55
268,0,4,4,2,4170.0,1984,19.475,-155.608
212,2,10,10,1,3283.0,1984,56.653,161.36
37,3,10,10,1,4754.0,1984,56.056,160.642
269,0,6,6,4,-95.0,1984,26.127,141.102
171,3,15,13,4,-10.0,1984,-18.992,-174.775
52,2,21,14,2,3058.0,1984,-1.408,29.2
136,3,10,10,1,2882.0,1984,55.972,160.595
270,1,1,1,1,2168.0,1984,-7.25,108.058
24,2,14,13,1,294.0,1983,-37.52,177.18
4,1,1,1,1,2329.0,1983,-7.942,112.95
265,0,5,4,4,-1743.0,1983,-17.564,-148.821
6,2,5,5,2,2632.0,1983,-21.244,55.708
78,3,4,9,1,2493.0,1983,55.417,-161.894
31,1,16,7,1,2334.0,1983,-5.05,151.33
259,0,27,4,4,-39.0,1983,-28.98,-140.25
94,1,19,8,1,2847.0,1983,-39.42,-71.93
137,3,6,6,1,775.0,1983,34.094,139.526
29,1,1,1,1,2084.0,1983,-6.77,107.6
109,1,1,1,5,583.0,1983,-8.532,123.573
43,3,1,1,1,1715.0,1983,0.8,127.33
55,1,6,6,1,2165.0,1983,36.618,138.528
271,4,1,1,1,404.0,1983,-0.162,121.601
36,1,6,6,3,1592.0,1983,32.884,131.104
265,0,5,4,4,-1743.0,1983,-17.564,-148.821
78,2,4,9,1,2493.0,1983,55.417,-161.894
152,2,4,9,2,1073.0,1983,53.43,-168.13
50,1,1,1,5,2885.0,1983,-0.38,100.474
155,2,22,7,7,1334.0,1983,-16.25,168.12
63,2,13,12,1,1535.0,1983,12.769,124.056
45,3,4,9,1,2507.0,1983,56.17,-159.38
130,2,30,17,3,1719.0,1983,64.416,-17.316
41,3,1,1,1,1797.0,1983,2.781,125.407
240,2,1,1,1,1659.0,1983,-8.342,123.258
219,1,6,6,10,2400.0,1983,36.921,138.036
28,2,6,6,5,2568.0,1983,36.406,138.523
108,1,32,18,1,3320.0,1983,37.748,14.999
140,2,3,3,1,1700.0,1983,11.538,-85.622
259,0,27,4,4,-39.0,1983,-28.98,-140.25
21,1,8,3,5,1916.0,1983,10.83,-85.324
5,3,4,4,2,1222.0,1983,19.421,-155.287
64,2,23,14,1,2962.0,1983,-2.764,35.914
50,1,1,1,5,2885.0,1982,-0.38,100.474
123,1,6,6,3,169.0,1982,24.751,141.289
114,2,10,11,3,742.0,1982,46.532,150.871
240,2,1,1,1,1659.0,1982,-8.342,123.258
55,1,6,6,1,2165.0,1982,36.618,138.528
166,2,22,7,1,1413.0,1982,-16.507,168.346
207,2,40,14,1,4095.0,1982,4.203,9.17
37,2,10,10,1,4754.0,1982,56.056,160.642
244,2,4,9,1,1303.0,1982,54.134,-165.986
28,1,6,6,5,2568.0,1982,36.406,138.523
5,0,4,4,2,1222.0,1982,19.421,-155.287
90,1,12,8,2,1710.0,1982,0.02,-91.35
18,3,1,1,1,1785.0,1982,1.112,124.737
13,3,1,1,1,3260.0,1982,-8.119,114.056
260,0,27,4,4,-2140.0,1982,44.83,-130.3
41,1,1,1,1,1797.0,1982,2.781,125.407
197,1,21,14,1,3470.0,1982,-1.52,29.25
118,0,14,13,4,-132.0,1982,-25.887,-177.188
5,0,4,4,2,1222.0,1982,19.421,-155.287
28,2,6,6,5,2568.0,1982,36.406,138.523
127,2,22,7,1,797.0,1982,-14.27,167.5
9,2,7,7,4,-20.0,1982,-8.991,157.979
270,4,1,1,1,2168.0,1982,-7.25,108.058
46,2,10,11,1,2285.0,1982,50.861,155.565
272,5,18,3,10,1150.0,1982,17.36,-93.228
37,1,10,10,1,4754.0,1982,56.056,160.642
265,0,5,4,4,-1743.0,1982,-17.564,-148.821
50,1,1,1,5,2885.0,1982,-0.38,100.474
123,1,6,6,3,169.0,1982,24.751,141.289
259,0,27,4,4,-39.0,1982,-28.98,-140.25
253,3,4,9,1,1573.0,1982,51.79,-178.794
140,2,3,3,1,1700.0,1982,11.538,-85.622
52,3,21,14,2,3058.0,1981,-1.408,29.2
108,2,32,18,1,3320.0,1981,37.748,14.999
46,2,10,11,1,2285.0,1981,50.861,155.565
12,2,3,3,1,1036.0,1981,12.606,-86.84
267,0,30,17,3,800.0,1981,65.715,-16.728
163,1,14,13,1,2797.0,1981,-39.28,175.57
78,3,4,9,1,2493.0,1981,55.417,-161.894
194,1,12,8,1,4784.0,1981,-0.171,-78.598
22,0,12,8,2,1476.0,1981,-0.37,-91.55
127,1,22,7,1,797.0,1981,-14.27,167.5
53,1,1,1,5,2565.0,1981,-7.2,109.879
36,1,6,6,3,1592.0,1981,32.884,131.104
136,3,10,10,1,2882.0,1981,55.972,160.595
273,2,33,11,1,1822.0,1981,44.353,146.252
274,1,14,13,10,1111.0,1981,-38.12,176.5
115,4,4,6,1,570.0,1981,18.13,145.8
46,4,10,11,1,2285.0,1981,50.861,155.565
49,1,1,1,3,155.0,1981,-6.102,105.423
63,3,13,12,1,1535.0,1981,12.769,124.056
210,2,30,17,1,1490.0,1981,63.983,-19.666
78,1,4,9,1,2493.0,1981,55.417,-161.894
152,3,4,9,2,1073.0,1981,53.43,-168.13
108,2,32,18,1,3320.0,1981,37.748,14.999
39,1,8,3,1,2697.0,1981,10.2,-84.233
164,1,1,1,1,1635.0,1981,1.38,127.53
275,1,6,6,3,1320.0,1981,42.688,141.38
155,2,22,7,7,1334.0,1981,-16.25,168.12
12,1,3,3,1,1036.0,1981,12.606,-86.84
6,2,5,5,2,2632.0,1981,-21.244,55.708
267,0,30,17,3,800.0,1981,65.715,-16.728
108,2,32,18,1,3320.0,1981,37.748,14.999
37,1,10,10,1,4754.0,1981,56.056,160.642
39,1,8,3,1,2697.0,1980,10.2,-84.233
259,0,27,4,4,-39.0,1980,-28.98,-140.25
78,3,4,9,1,2493.0,1980,55.417,-161.894
116,2,1,1,1,875.0,1980,-8.32,121.708
163,1,14,13,1,2797.0,1980,-39.28,175.57
276,1,19,8,1,3164.0,1980,-37.92,-71.45
9,1,7,7,4,-20.0,1980,-8.991,157.979
31,3,16,7,1,2334.0,1980,-5.05,151.33
10,2,6,6,1,657.0,1980,30.443,130.217
36,1,6,6,3,1592.0,1980,32.884,131.104
184,1,39,5,2,1230.0,1980,-46.9,37.75
39,1,8,3,1,2697.0,1980,10.2,-84.233
43,2,1,1,1,1715.0,1980,0.8,127.33
212,1,10,10,1,3283.0,1980,56.653,161.36
136,2,10,10,1,2882.0,1980,55.972,160.595
210,3,30,17,1,1490.0,1980,63.983,-19.666
58,2,13,12,1,2435.0,1980,10.412,123.132
253,3,4,9,1,1573.0,1980,51.79,-178.794
108,3,32,18,1,3320.0,1980,37.748,14.999
78,1,4,9,1,2493.0,1980,55.417,-161.894
244,2,4,9,1,1303.0,1980,54.134,-165.986
127,1,22,7,1,797.0,1980,-14.27,167.5
94,2,19,8,1,2847.0,1980,-39.42,-71.93
134,3,10,10,3,1799.0,1980,52.559,158.03
4,2,1,1,1,2329.0,1980,-7.942,112.95
133,1,10,11,1,1170.0,1980,48.958,153.93
155,3,22,7,7,1334.0,1980,-16.25,168.12
235,1,4,9,1,1800.0,1980,53.891,-166.923
136,3,10,10,1,2882.0,1980,55.972,160.595
166,3,22,7,1,1413.0,1980,-16.507,168.346
50,1,1,1,5,2885.0,1980,-0.38,100.474
182,5,4,19,1,2549.0,1980,46.2,-122.18
41,1,1,1,1,1797.0,1980,2.781,125.407
267,0,30,17,3,800.0,1980,65.715,-16.728
49,2,1,1,3,155.0,1980,-6.102,105.423
123,1,6,6,3,169.0,1980,24.751,141.289
5,0,4,4,2,1222.0,1980,19.421,-155.287
259,0,27,4,4,-39.0,1980,-28.98,-140.25
52,3,21,14,2,3058.0,1980,-1.408,29.2
118,0,14,13,4,-132.0,1980,-25.887,-177.188
163,1,14,13,1,2797.0,1980,-39.28,175.57
258,2,9,8,1,5660.0,1980,-33.425,-69.797
63,3,13,12,1,1535.0,1979,12.769,124.056
5,0,4,4,2,1222.0,1979,19.421,-155.287
48,3,12,8,2,1124.0,1979,-0.83,-91.17
98,2,6,6,5,3067.0,1979,35.893,137.48
159,2,19,8,1,3125.0,1979,-38.692,-71.729
259,0,27,4,4,-39.0,1979,-28.98,-140.25
136,2,10,10,1,2882.0,1979,55.972,160.595
39,1,8,3,1,2697.0,1979,10.2,-84.233
108,3,32,18,1,3320.0,1979,37.748,14.999
49,2,1,1,3,155.0,1979,-6.102,105.423
108,2,32,18,1,3320.0,1979,37.748,14.999
187,0,22,7,1,833.0,1979,-16.68,168.37
166,2,22,7,1,1413.0,1979,-16.507,168.346
203,2,1,1,5,2785.0,1979,4.903,96.289
163,1,14,13,1,2797.0,1979,-39.28,175.57
155,2,22,7,7,1334.0,1979,-16.25,168.12
36,2,6,6,3,1592.0,1979,32.884,131.104
41,1,1,1,1,1797.0,1979,2.781,125.407
6,1,5,5,2,2632.0,1979,-21.244,55.708
277,1,15,13,4,-33.0,1979,-15.62,-173.67
27,2,15,13,4,43.0,1979,-19.18,-174.87
70,2,10,11,1,724.0,1979,48.98,153.48
278,2,19,8,12,1114.0,1979,-40.35,-72.07
2,3,2,2,1,1220.0,1979,13.33,-61.18
279,2,19,8,1,3542.0,1979,-49.019,-73.504
53,1,1,1,5,2565.0,1979,-7.2,109.879
54,1,6,6,2,1700.0,1979,31.934,130.862
118,1,14,13,4,-132.0,1979,-25.887,-177.188
30,2,4,9,1,2857.0,1979,54.756,-163.97
136,3,10,10,1,2882.0,1979,55.972,160.595
154,2,12,8,2,1640.0,1979,-0.92,-91.408
155,2,22,7,7,1334.0,1979,-16.25,168.12
104,2,16,7,1,1839.0,1979,-4.649,145.964
275,1,6,6,3,1320.0,1978,42.688,141.38
123,1,6,6,3,169.0,1978,24.751,141.289
166,2,22,7,1,1413.0,1978,-16.507,168.346
280,1,46,14,9,298.0,1978,11.58,42.47
244,2,4,9,1,1303.0,1978,54.134,-165.986
39,1,8,3,1,2697.0,1978,10.2,-84.233
136,2,10,10,1,2882.0,1978,55.972,160.595
22,2,12,8,2,1476.0,1978,-0.37,-91.55
63,2,13,12,1,1535.0,1978,12.769,124.056
273,2,33,11,1,1822.0,1978,44.353,146.252
49,1,1,1,3,155.0,1978,-6.102,105.423
58,2,13,12,1,2435.0,1978,10.412,123.132
9,2,7,7,4,-20.0,1978,-8.991,157.979
279,1,19,8,1,3542.0,1978,-49.019,-73.504
275,1,6,6,3,1320.0,1978,42.688,141.38
31,3,16,7,1,2334.0,1978,-5.05,151.33
108,2,32,18,1,3320.0,1978,37.748,14.999
140,2,3,3,1,1700.0,1978,11.538,-85.622
56,2,13,12,1,2462.0,1978,13.257,123.685
274,1,14,13,10,1111.0,1978,-38.12,176.5
41,1,1,1,1,1797.0,1978,2.781,125.407
118,0,14,13,4,-132.0,1978,-25.887,-177.188
30,2,4,9,1,2857.0,1978,54.756,-163.97
246,3,4,9,1,1563.0,1978,54.516,-164.65
13,1,1,1,1,3260.0,1978,-8.119,114.056
281,2,13,12,6,228.0,1978,19.077,122.202
39,2,8,3,1,2697.0,1977,10.2,-84.233
35,1,18,3,1,3850.0,1977,19.514,-103.62
259,0,27,4,4,-39.0,1977,-28.98,-140.25
282,1,6,6,1,1949.0,1977,37.735,140.244
283,0,1,1,1,1299.0,1977,1.352,124.865
65,0,24,2,4,-185.0,1977,12.3,-61.64
6,1,5,5,2,2632.0,1977,-21.244,55.708
118,0,14,13,4,-132.0,1977,-25.887,-177.188
3,2,3,3,1,1745.0,1977,12.702,-87.004
23,2,13,12,3,311.0,1977,14.002,120.993
5,0,4,4,2,1222.0,1977,19.421,-155.287
198,2,26,3,1,3763.0,1977,14.473,-90.88
155,2,22,7,7,1334.0,1977,-16.25,168.12
208,3,6,6,1,733.0,1977,42.544,140.839
37,3,10,10,1,4754.0,1977,56.056,160.642
9,1,7,7,4,-20.0,1977,-8.991,157.979
163,2,14,13,1,2797.0,1977,-39.28,175.57
113,1,14,13,1,1978.0,1977,-39.157,175.632
13,2,1,1,1,3260.0,1977,-8.119,114.056
39,1,8,3,1,2697.0,1977,10.2,-84.233
267,1,30,17,3,800.0,1977,65.715,-16.728
118,0,14,13,4,-132.0,1977,-25.887,-177.188
127,2,22,7,1,797.0,1977,-14.27,167.5
36,2,6,6,3,1592.0,1977,32.884,131.104
168,1,38,5,2,2361.0,1977,-11.75,43.38
140,2,3,3,1,1700.0,1977,11.538,-85.622
284,3,4,9,13,91.0,1977,57.832,-156.51
136,3,10,10,1,2882.0,1977,55.972,160.595
6,0,5,5,2,2632.0,1977,-21.244,55.708
22,1,12,8,2,1476.0,1977,-0.37,-91.55
285,2,29,8,1,4650.0,1977,2.32,-76.4
241,1,4,9,1,1054.0,1977,52.315,-172.51
236,1,8,3,1,3432.0,1977,9.979,-83.852
198,1,26,3,1,3763.0,1977,14.473,-90.88
9,1,7,7,4,-20.0,1977,-8.991,157.979
94,1,19,8,1,2847.0,1977,-39.42,-71.93
155,2,22,7,7,1334.0,1977,-16.25,168.12
65,0,24,2,4,-185.0,1977,12.3,-61.64
197,1,21,14,1,3470.0,1977,-1.52,29.25
52,1,21,14,2,3058.0,1976,-1.408,29.2
24,3,14,13,1,294.0,1976,-37.52,177.18
20,1,11,3,1,2130.0,1976,13.434,-88.269
12,1,3,3,1,1036.0,1976,12.606,-86.84
6,1,5,5,2,2632.0,1976,-21.244,55.708
244,2,4,9,1,1303.0,1976,54.134,-165.986
19,2,10,11,1,1496.0,1976,48.092,153.2
41,2,1,1,1,1797.0,1976,2.781,125.407
163,1,14,13,1,2797.0,1976,-39.28,175.57
23,2,13,12,3,311.0,1976,14.002,120.993
3,1,3,3,1,1745.0,1976,12.702,-87.004
9,1,7,7,4,-20.0,1976,-8.991,157.979
113,1,14,13,1,1978.0,1976,-39.157,175.632
286,2,5,2,1,1467.0,1976,16.044,-61.664
39,2,8,3,1,2697.0,1976,10.2,-84.233
13,2,1,1,1,3260.0,1976,-8.119,114.056
166,1,22,7,1,1413.0,1976,-16.507,168.346
10,2,6,6,1,657.0,1976,30.443,130.217
136,2,10,10,1,2882.0,1976,55.972,160.595
3,1,3,3,1,1745.0,1976,12.702,-87.004
163,1,14,13,1,2797.0,1976,-39.28,175.57
55,1,6,6,1,2165.0,1976,36.618,138.528
174,4,4,9,10,1252.0,1976,59.363,-153.43
30,2,4,9,1,2857.0,1976,54.756,-163.97
123,1,6,6,3,169.0,1976,24.751,141.289
127,2,22,7,1,797.0,1976,-14.27,167.5
150,2,12,8,1,3562.0,1976,-0.077,-77.656
238,1,16,7,5,1280.0,1976,-5.358,147.12
91,0,27,4,4,-1410.0,1976,45.95,-130.0
267,0,30,17,3,800.0,1975,65.715,-16.728
35,2,18,3,1,3850.0,1975,19.514,-103.62
5,0,4,4,2,1222.0,1975,19.421,-155.287
85,2,1,1,1,1580.0,1975,1.358,124.792
6,1,5,5,2,2632.0,1975,-21.244,55.708
163,1,14,13,1,2797.0,1975,-39.28,175.57
36,1,6,6,3,1592.0,1975,32.884,131.104
196,2,6,6,1,394.0,1975,30.484,140.303
30,2,4,9,1,2857.0,1975,54.756,-163.97
78,2,4,9,1,2493.0,1975,55.417,-161.894
287,0,6,6,4,-107.0,1975,23.5,141.935
9,1,7,7,4,-20.0,1975,-8.991,157.979
268,0,4,4,2,4170.0,1975,19.475,-155.608
288,1,25,15,1,1075.0,1975,-59.442,-27.225
112,4,10,10,2,3611.0,1975,55.832,160.326
198,1,26,3,1,3763.0,1975,14.473,-90.88
12,0,3,3,1,1036.0,1975,12.606,-86.84
163,2,14,13,1,2797.0,1975,-39.28,175.57
49,2,1,1,3,155.0,1975,-6.102,105.423
13,1,1,1,1,3260.0,1975,-8.119,114.056
166,2,22,7,1,1413.0,1975,-16.507,168.346
108,1,32,18,1,3320.0,1975,37.748,14.999
113,3,14,13,1,1978.0,1975,-39.157,175.632
50,2,1,1,5,2885.0,1975,-0.38,100.474
5,0,4,4,2,1222.0,1974,19.421,-155.287
104,2,16,7,1,1839.0,1974,-4.649,145.964
139,2,6,6,4,-29.0,1974,24.285,141.481
9,1,7,7,4,-20.0,1974,-8.991,157.979
165,1,16,7,1,75.0,1974,-5.519,148.115
198,4,26,3,1,3763.0,1974,14.473,-90.88
108,2,32,18,1,3320.0,1974,37.748,14.999
5,0,4,4,2,1222.0,1974,19.421,-155.287
39,2,8,3,1,2697.0,1974,10.2,-84.233
24,2,14,13,1,294.0,1974,-37.52,177.18
65,0,24,2,4,-185.0,1974,12.3,-61.64
78,3,4,9,1,2493.0,1974,55.417,-161.894
219,2,6,6,10,2400.0,1974,36.921,138.036
5,0,4,4,2,1222.0,1974,19.421,-155.287
289,3,4,9,1,1864.0,1974,58.236,-155.1
120,1,29,8,5,4276.0,1974,1.22,-77.37
13,2,1,1,1,3260.0,1974,-8.119,114.056
10,1,6,6,1,657.0,1974,30.443,130.217
37,3,10,10,1,4754.0,1974,56.056,160.642
78,1,4,9,1,2493.0,1974,55.417,-161.894
216,2,1,1,3,1717.0,1974,-8.242,115.375
101,3,16,7,1,1807.0,1974,-4.08,145.037
290,1,6,6,1,2236.0,1974,39.099,140.049
249,1,6,6,1,746.0,1974,34.724,139.394
60,2,1,1,1,3142.0,1974,-4.016,103.121
34,2,4,9,1,1740.0,1974,52.076,-176.13
104,2,16,7,1,1839.0,1974,-4.649,145.964
244,2,4,9,1,1303.0,1974,54.134,-165.986
291,0,22,7,3,-2.0,1974,-16.829,168.536
108,2,32,18,1,3320.0,1974,37.748,14.999
166,2,22,7,1,1413.0,1974,-16.507,168.346
140,2,3,3,1,1700.0,1973,11.538,-85.622
139,2,6,6,4,-29.0,1973,24.285,141.481
22,2,12,8,2,1476.0,1973,-0.37,-91.55
109,2,1,1,5,583.0,1973,-8.532,123.573
150,3,12,8,1,3562.0,1973,-0.077,-77.656
78,2,4,9,1,2493.0,1973,55.417,-161.894
5,0,4,4,2,1222.0,1973,19.421,-155.287
10,2,6,6,1,657.0,1973,30.443,130.217
163,1,14,13,1,2797.0,1973,-39.28,175.57
116,2,1,1,1,875.0,1973,-8.32,121.708
153,0,14,13,4,-220.0,1973,-35.745,178.478
127,2,22,7,1,797.0,1973,-14.27,167.5
31,2,16,7,1,2334.0,1973,-5.05,151.33
292,1,4,6,4,-217.0,1973,21.93,143.47
85,1,1,1,1,1580.0,1973,1.358,124.792
169,0,4,9,1,1518.0,1973,52.381,-174.166
105,1,1,1,1,3428.0,1973,-7.242,109.208
75,2,10,11,1,1781.0,1973,50.324,155.461
293,1,10,11,1,1328.0,1973,46.042,150.083
50,2,1,1,5,2885.0,1973,-0.38,100.474
79,2,19,8,1,3180.0,1973,-36.868,-71.378
273,4,33,11,1,1822.0,1973,44.353,146.252
277,3,15,13,4,-33.0,1973,-15.62,-173.67
192,0,4,13,4,-592.0,1973,-14.215,-169.058
110,2,33,11,5,1158.0,1973,45.012,147.871
13,1,1,1,1,3260.0,1973,-8.119,114.056
6,2,5,5,2,2632.0,1973,-21.244,55.708
5,0,4,4,2,1222.0,1973,19.421,-155.287
238,2,16,7,5,1280.0,1973,-5.358,147.12
240,2,1,1,1,1659.0,1973,-8.342,123.258
155,3,22,7,7,1334.0,1973,-16.25,168.12
26,2,6,6,3,25.0,1973,27.247,140.874
244,2,4,9,1,1303.0,1973,54.134,-165.986
82,3,16,7,5,1330.0,1973,-5.525,148.42
198,2,26,3,1,3763.0,1973,14.473,-90.88
274,1,14,13,10,1111.0,1973,-38.12,176.5
28,2,6,6,5,2568.0,1973,36.406,138.523
60,2,1,1,1,3142.0,1973,-4.016,103.121
294,3,30,17,4,283.0,1973,63.416,-20.266
36,2,6,6,3,1592.0,1973,32.884,131.104
110,1,33,11,5,1158.0,1973,45.012,147.871
266,1,45,17,1,2197.0,1973,71.082,-8.155
18,2,1,1,1,1785.0,1973,1.112,124.737
295,2,47,15,1,3794.0,1972,-77.53,167.17
113,3,14,13,1,1978.0,1972,-39.157,175.632
296,1,26,3,1,3976.0,1972,14.501,-90.876
9,0,7,7,4,-20.0,1972,-8.991,157.979
163,1,14,13,1,2797.0,1972,-39.28,175.57
116,3,1,1,1,875.0,1972,-8.32,121.708
165,1,16,7,1,75.0,1972,-5.519,148.115
1,2,1,1,1,2910.0,1972,-7.54,110.446
168,1,38,5,2,2361.0,1972,-11.75,43.38
10,2,6,6,1,657.0,1972,30.443,130.217
92,2,19,8,1,1974.0,1972,-41.33,-72.618
150,2,12,8,1,3562.0,1972,-0.077,-77.656
65,0,24,2,4,-185.0,1972,12.3,-61.64
297,0,5,4,4,-2515.0,1972,-17.662,-148.586
209,2,16,7,11,1855.0,1972,-6.137,155.196
279,1,19,8,1,3542.0,1972,-49.019,-73.504
224,0,27,4,4,-2430.0,1972,0.792,-86.15
46,3,10,11,1,2285.0,1972,50.861,155.565
49,2,1,1,3,155.0,1972,-6.102,105.423
6,2,5,5,2,2632.0,1972,-21.244,55.708
22,0,12,8,2,1476.0,1972,-0.37,-91.55
68,0,10,11,4,-502.0,1972,46.47,151.28
155,3,22,7,7,1334.0,1972,-16.25,168.12
113,2,14,13,1,1978.0,1972,-39.157,175.632
39,2,8,3,1,2697.0,1972,10.2,-84.233
4,2,1,1,1,2329.0,1972,-7.942,112.95
216,2,1,1,3,1717.0,1972,-8.242,115.375
41,3,1,1,1,1797.0,1972,2.781,125.407
298,0,16,7,4,-1300.0,1972,-3.03,147.78
295,1,47,15,1,3794.0,1972,-77.53,167.17
159,2,19,8,1,3125.0,1971,-38.692,-71.729
37,1,10,10,1,4754.0,1971,56.056,160.642
299,2,1,1,1,3136.0,1971,-7.3,109.992
94,2,19,8,1,2847.0,1971,-39.42,-71.93
300,2,35,16,1,2426.0,1971,28.57,-17.83
174,1,4,9,10,1252.0,1971,59.363,-153.43
2,0,2,2,1,1220.0,1971,13.33,-61.18
5,0,4,4,2,1222.0,1971,19.421,-155.287
108,2,32,18,1,3320.0,1971,37.748,14.999
198,3,26,3,1,3763.0,1971,14.473,-90.88
13,1,1,1,1,3260.0,1971,-8.119,114.056
40,2,7,7,1,796.0,1971,-10.386,165.804
297,0,5,4,4,-2515.0,1971,-17.662,-148.586
5,0,4,4,2,1222.0,1971,19.421,-155.287
125,3,19,8,1,1905.0,1971,-45.9,-72.97
54,1,6,6,2,1700.0,1971,31.934,130.862
24,2,14,13,1,294.0,1971,-37.52,177.18
218,2,4,9,1,2221.0,1971,57.135,-156.99
37,1,10,10,1,4754.0,1971,56.056,160.642
18,1,1,1,1,1785.0,1971,1.112,124.737
127,2,22,7,1,797.0,1971,-14.27,167.5
85,2,1,1,1,1580.0,1971,1.358,124.792
3,1,3,3,1,1745.0,1971,12.702,-87.004
24,2,14,13,1,294.0,1971,-37.52,177.18
108,2,32,18,1,3320.0,1971,37.748,14.999
