Volcano Name,Max. VEI,Country,Volcanic_Region,Volcano_type,Summit,Year,Latitude_value,Longitude_value
416,1,19,8,12,1000.0,1908,-50.964,-73.585
86,1,12,8,1,5911.0,1908,-0.677,-78.436
50,2,1,1,5,2885.0,1907,-0.38,100.474
4,2,1,1,1,2329.0,1907,-7.942,112.95
36,2,6,6,3,1592.0,1907,32.884,131.104
234,2,6,6,1,2455.0,1907,36.227,137.587
6,0,5,5,2,2632.0,1907,-21.244,55.708
43,2,1,1,1,1715.0,1907,0.8,127.33
52,3,21,14,2,3058.0,1907,-1.408,29.2
326,2,16,7,1,685.0,1907,-3.613,144.818
113,2,14,13,1,1978.0,1907,-39.157,175.632
12,2,3,3,1,1036.0,1907,12.606,-86.84
191,3,1,1,1,1703.0,1907,-8.542,122.775
140,2,3,3,1,1700.0,1907,11.538,-85.622
4,2,1,1,1,2329.0,1907,-7.942,112.95
28,2,6,6,5,2568.0,1907,36.406,138.523
37,2,10,10,1,4754.0,1907,56.056,160.642
154,2,19,8,1,3788.0,1907,-35.653,-70.761
103,2,1,1,1,3657.0,1907,-8.108,112.922
68,0,15,13,4,-68.0,1907,-21.338,-175.65
18,2,1,1,1,1785.0,1907,1.112,124.737
398,2,37,14,2,1496.0,1907,12.888,40.573
86,2,12,8,1,5911.0,1907,-0.677,-78.436
94,2,19,8,1,2847.0,1907,-39.42,-71.93
92,2,19,8,1,1974.0,1907,-41.33,-72.618
278,3,19,8,12,1114.0,1907,-40.35,-72.07
410,0,41,16,4,-197.0,1907,37.6,-25.88
52,1,21,14,2,3058.0,1907,-1.408,29.2
417,5,10,10,1,1079.0,1907,51.844,157.572
258,2,9,8,1,5660.0,1907,-33.425,-69.797
113,2,14,13,1,1978.0,1907,-39.157,175.632
28,2,6,6,5,2568.0,1907,36.406,138.523
268,0,4,4,2,4170.0,1907,19.475,-155.608
103,2,1,1,1,3657.0,1907,-8.108,112.922
205,2,1,1,1,1940.0,1907,-3.522,102.615
379,2,13,12,1,1064.0,1907,19.524,121.95
82,2,16,7,5,1330.0,1907,-5.525,148.42
64,0,23,14,1,2962.0,1907,-2.764,35.914
32,2,17,8,1,5672.0,1907,-16.355,-70.903
79,1,19,8,1,3180.0,1907,-36.868,-71.378
159,2,19,8,1,3125.0,1907,-38.692,-71.729
418,0,41,16,9,1053.0,1907,38.65,-28.08
5,0,4,4,2,1222.0,1906,19.421,-155.287
84,2,15,13,3,515.0,1906,-19.75,-175.07
32,2,17,8,1,5672.0,1906,-16.355,-70.903
4,2,1,1,1,2329.0,1906,-7.942,112.95
299,2,1,1,1,3136.0,1906,-7.3,109.992
86,2,12,8,1,5911.0,1906,-0.677,-78.436
79,2,19,8,1,3180.0,1906,-36.868,-71.378
18,2,1,1,1,1785.0,1906,1.112,124.737
36,3,6,6,3,1592.0,1906,32.884,131.104
312,0,37,14,2,613.0,1906,13.6,40.67
74,1,1,1,1,3726.0,1906,-8.42,116.47
94,2,19,8,1,2847.0,1906,-39.42,-71.93
304,1,6,6,4,11.0,1906,31.888,139.918
28,2,6,6,5,2568.0,1906,36.406,138.523
163,2,14,13,1,2797.0,1906,-39.28,175.57
69,3,4,9,4,150.0,1906,53.93,-168.03
113,2,14,13,1,1978.0,1906,-39.157,175.632
274,1,14,13,10,1111.0,1906,-38.12,176.5
1,2,1,1,1,2910.0,1906,-7.54,110.446
83,2,3,3,3,594.0,1906,11.985,-86.165
84,2,15,13,3,515.0,1906,-19.75,-175.07
197,1,21,14,1,3470.0,1906,-1.52,29.25
78,3,4,9,1,2493.0,1906,55.417,-161.894
358,2,10,11,3,1018.0,1906,49.57,154.808
419,2,4,6,1,857.0,1906,19.671,145.406
285,2,29,8,1,4650.0,1906,2.32,-76.4
92,2,19,8,1,1974.0,1906,-41.33,-72.618
387,2,19,8,10,1318.0,1906,-42.377,-72.578
154,2,19,8,1,3788.0,1906,-35.653,-70.761
58,2,13,12,1,2435.0,1905,10.412,123.132
50,2,1,1,5,2885.0,1905,-0.38,100.474
202,2,1,1,5,1559.0,1905,-8.73,120.98
407,2,9,8,3,5323.0,1905,-34.164,-69.832
55,2,6,6,1,2165.0,1905,36.618,138.528
204,2,6,6,1,1131.0,1905,42.063,140.677
103,2,1,1,1,3657.0,1905,-8.108,112.922
420,2,55,13,2,1858.0,1905,-13.612,-172.525
52,2,21,14,2,3058.0,1905,-1.408,29.2
274,1,14,13,10,1111.0,1905,-38.12,176.5
41,2,1,1,1,1797.0,1905,2.781,125.407
5,0,4,4,2,1222.0,1905,19.421,-155.287
274,1,14,13,10,1111.0,1905,-38.12,176.5
6,2,5,5,2,2632.0,1905,-21.244,55.708
80,2,3,3,1,1270.0,1905,12.423,-86.539
1,2,1,1,1,2910.0,1905,-7.54,110.446
355,1,6,6,5,1841.0,1905,38.144,140.44
216,2,1,1,3,1717.0,1905,-8.242,115.375
60,0,1,1,1,3142.0,1905,-4.016,103.121
197,1,21,14,1,3470.0,1905,-1.52,29.25
113,2,14,13,1,1978.0,1905,-39.157,175.632
86,2,12,8,1,5911.0,1905,-0.677,-78.436
129,2,19,8,1,2236.0,1905,-40.59,-72.117
113,2,14,13,1,1978.0,1904,-39.157,175.632
139,3,6,6,4,-29.0,1904,24.285,141.481
101,3,16,7,1,1807.0,1904,-4.08,145.037
283,2,1,1,1,1299.0,1904,1.352,124.865
391,2,1,1,4,-5.0,1904,3.138,125.491
6,2,5,5,2,2632.0,1904,-21.244,55.708
411,4,16,7,3,858.0,1904,-4.92,151.158
28,2,6,6,5,2568.0,1904,36.406,138.523
105,2,1,1,1,3428.0,1904,-7.242,109.208
421,2,1,1,1,728.0,1904,-6.976,129.144
83,2,3,3,3,594.0,1904,11.985,-86.165
195,3,1,1,1,725.0,1904,2.3,125.37
50,1,1,1,5,2885.0,1904,-0.38,100.474
391,2,1,1,4,-5.0,1904,3.138,125.491
206,2,10,10,5,2288.0,1904,52.449,158.196
23,1,13,12,3,311.0,1904,14.002,120.993
52,2,21,14,2,3058.0,1904,-1.408,29.2
168,2,38,5,2,2361.0,1904,-11.75,43.38
37,2,10,10,1,4754.0,1904,56.056,160.642
178,2,11,3,1,2381.0,1904,13.853,-89.63
103,2,1,1,1,3657.0,1904,-8.108,112.922
216,2,1,1,3,1717.0,1904,-8.242,115.375
240,2,1,1,1,1659.0,1904,-8.342,123.258
58,2,13,12,1,2435.0,1904,10.412,123.132
64,0,23,14,1,2962.0,1904,-2.764,35.914
112,2,10,10,2,3611.0,1904,55.832,160.326
122,0,4,9,1,1307.0,1904,51.923,-177.168
35,1,18,3,1,3850.0,1904,19.514,-103.62
94,2,19,8,1,2847.0,1904,-39.42,-71.93
422,0,12,8,2,920.0,1904,-0.22,-90.77
311,2,1,1,1,781.0,1903,-6.73,129.5
13,2,1,1,1,3260.0,1903,-8.119,114.056
5,0,4,4,2,1222.0,1903,19.421,-155.287
315,2,11,3,1,1950.0,1903,13.813,-89.633
299,2,1,1,1,3136.0,1903,-7.3,109.992
86,3,12,8,1,5911.0,1903,-0.677,-78.436
268,0,4,4,2,4170.0,1903,19.475,-155.608
54,2,6,6,2,1700.0,1903,31.934,130.862
159,2,19,8,1,3125.0,1903,-38.692,-71.729
23,2,13,12,3,311.0,1903,14.002,120.993
103,2,1,1,1,3657.0,1903,-8.108,112.922
308,2,6,6,5,212.0,1903,27.881,128.223
35,3,18,3,1,3850.0,1903,19.514,-103.62
295,0,47,15,1,3794.0,1903,-77.53,167.17
383,2,26,3,1,3745.0,1903,14.757,-91.552
6,0,5,5,2,2632.0,1903,-21.244,55.708
423,0,5,7,1,297.0,1903,-22.4,172.05
163,2,14,13,1,2797.0,1903,-39.28,175.57
1,2,1,1,1,2910.0,1902,-7.54,110.446
424,4,30,17,1,1650.0,1902,64.267,-17.617
99,2,30,17,1,2000.0,1902,64.633,-17.516
420,1,55,13,2,1858.0,1902,-13.612,-172.525
383,6,26,3,1,3745.0,1902,14.757,-91.552
6,2,5,5,2,2632.0,1902,-21.244,55.708
196,3,6,6,1,394.0,1902,30.484,140.303
28,2,6,6,5,2568.0,1902,36.406,138.523
55,1,6,6,1,2165.0,1902,36.618,138.528
409,2,4,9,2,4278.0,1902,62.006,-144.017
83,2,3,3,3,594.0,1902,11.985,-86.165
5,0,4,4,2,1222.0,1902,19.421,-155.287
315,2,11,3,1,1950.0,1902,13.813,-89.633
418,0,41,16,9,1053.0,1902,38.65,-28.08
2,4,2,2,1,1220.0,1902,13.33,-61.18
299,1,1,1,1,3136.0,1902,-7.3,109.992
373,4,5,2,1,1394.0,1902,14.809,-61.165
52,0,21,14,2,3058.0,1902,-1.408,29.2
80,2,3,3,1,1270.0,1902,12.423,-86.539
13,2,1,1,1,3260.0,1902,-8.119,114.056
5,0,4,4,2,1222.0,1902,19.421,-155.287
28,2,6,6,5,2568.0,1902,36.406,138.523
1,1,1,1,1,2910.0,1902,-7.54,110.446
58,2,13,12,1,2435.0,1902,10.412,123.132
142,3,4,9,1,3108.0,1902,60.485,-152.742
197,1,21,14,1,3470.0,1902,-1.52,29.25
56,1,13,12,1,2462.0,1902,13.257,123.685
359,2,1,1,1,2211.0,1902,-6.72,106.73
241,3,4,9,1,1054.0,1902,52.315,-172.51
301,1,6,6,1,1637.0,1902,39.761,140.799
140,2,3,3,1,1700.0,1902,11.538,-85.622
285,2,29,8,1,4650.0,1902,2.32,-76.4
81,2,19,8,1,5592.0,1902,-23.37,-67.73
94,2,19,8,1,2847.0,1902,-39.42,-71.93
200,2,10,10,1,2717.0,1901,53.256,158.836
6,2,5,5,2,2632.0,1901,-21.244,55.708
74,2,1,1,1,3726.0,1901,-8.42,116.47
322,2,19,8,1,6142.0,1901,-21.888,-68.391
106,3,1,1,1,1730.0,1901,-7.935,112.314
257,2,1,1,3,596.0,1901,-4.523,129.881
258,2,9,8,1,5660.0,1901,-33.425,-69.797
6,2,5,5,2,2632.0,1901,-21.244,55.708
18,2,1,1,1,1785.0,1901,1.112,124.737
103,2,1,1,1,3657.0,1901,-8.108,112.922
366,2,1,1,5,1229.0,1901,1.693,127.894
197,1,21,14,1,3470.0,1901,-1.52,29.25
52,2,21,14,2,3058.0,1901,-1.408,29.2
425,3,10,10,1,1555.0,1901,51.498,157.203
78,2,4,9,1,2493.0,1901,55.417,-161.894
74,2,1,1,1,3726.0,1900,-8.42,116.47
60,2,1,1,1,3142.0,1900,-4.016,103.121
55,1,6,6,1,2165.0,1900,36.618,138.528
223,2,6,6,1,1728.0,1900,37.647,140.281
60,2,1,1,1,3142.0,1900,-4.016,103.121
409,2,4,9,2,4278.0,1900,62.006,-144.017
6,0,5,5,2,2632.0,1900,-21.244,55.708
103,2,1,1,1,3657.0,1900,-8.108,112.922
56,2,13,12,1,2462.0,1900,13.257,123.685
28,2,6,6,5,2568.0,1900,36.406,138.523
274,1,14,13,10,1111.0,1900,-38.12,176.5
82,2,16,7,5,1330.0,1900,-5.525,148.42
197,1,21,14,1,3470.0,1900,-1.52,29.25
281,0,13,12,6,228.0,1900,19.077,122.202
41,2,1,1,1,1797.0,1900,2.781,125.407
314,2,4,6,1,337.0,1900,20.546,144.893
97,0,25,15,1,843.0,1900,-57.8,-26.483
387,2,19,8,10,1318.0,1900,-42.377,-72.578
315,2,11,3,1,1950.0,1899,13.813,-89.633
103,2,1,1,1,3657.0,1899,-8.108,112.922
213,2,3,3,12,728.0,1899,12.506,-86.702
108,2,32,18,1,3320.0,1899,37.748,14.999
409,2,4,9,2,4278.0,1899,62.006,-144.017
223,2,6,6,1,1728.0,1899,37.647,140.281
103,2,1,1,1,3657.0,1899,-8.108,112.922
54,2,6,6,2,1700.0,1899,31.934,130.862
108,3,32,18,1,3320.0,1899,37.748,14.999
28,2,6,6,5,2568.0,1899,36.406,138.523
268,1,4,4,2,4170.0,1899,19.475,-155.608
7,2,1,1,1,1431.0,1899,-8.274,123.508
332,2,1,1,1,3008.0,1899,-6.77,106.965
28,2,6,6,5,2568.0,1899,36.406,138.523
6,2,5,5,2,2632.0,1899,-21.244,55.708
52,1,21,14,2,3058.0,1899,-1.408,29.2
103,2,1,1,1,3657.0,1899,-8.108,112.922
426,2,47,15,1,1239.0,1899,-66.78,163.25
285,2,29,8,1,4650.0,1899,2.32,-76.4
41,2,1,1,1,1797.0,1899,2.781,125.407
197,1,21,14,1,3470.0,1899,-1.52,29.25
101,2,16,7,1,1807.0,1899,-4.08,145.037
152,3,4,9,2,1073.0,1899,53.43,-168.13
39,1,8,3,1,2697.0,1898,10.2,-84.233
54,2,6,6,2,1700.0,1898,31.934,130.862
427,2,6,6,1,2013.0,1898,43.418,143.031
6,2,5,5,2,2632.0,1898,-21.244,55.708
36,2,6,6,3,1592.0,1898,32.884,131.104
166,2,22,7,1,1413.0,1898,-16.507,168.346
43,2,1,1,1,1715.0,1898,0.8,127.33
271,3,1,1,1,404.0,1898,-0.162,121.601
150,3,12,8,1,3562.0,1898,-0.077,-77.656
206,2,10,10,5,2288.0,1898,52.449,158.196
155,1,22,7,7,1334.0,1898,-16.25,168.12
103,2,1,1,1,3657.0,1898,-8.108,112.922
37,2,10,10,1,4754.0,1898,56.056,160.642
54,2,6,6,2,1700.0,1898,31.934,130.862
428,2,1,1,1,1641.0,1898,-7.981,113.341
6,2,5,5,2,2632.0,1898,-21.244,55.708
113,2,14,13,1,1978.0,1898,-39.157,175.632
31,3,16,7,1,2334.0,1898,-5.05,151.33
197,1,21,14,1,3470.0,1898,-1.52,29.25
429,2,56,10,1,2744.0,1898,41.98,128.08
30,2,4,9,1,2857.0,1898,54.756,-163.97
81,2,19,8,1,5592.0,1898,-23.37,-67.73
79,2,19,8,1,3180.0,1898,-36.868,-71.378
94,2,19,8,1,2847.0,1897,-39.42,-71.93
430,4,29,8,1,4137.0,1897,1.5,-76.936
43,1,1,1,1,1715.0,1897,0.8,127.33
55,2,6,6,1,2165.0,1897,36.618,138.528
5,0,4,4,2,1222.0,1897,19.421,-155.287
291,1,22,7,3,-2.0,1897,-16.829,168.536
56,4,13,12,1,2462.0,1897,13.257,123.685
209,2,16,7,11,1855.0,1897,-6.137,155.196
54,2,6,6,2,1700.0,1897,31.934,130.862
384,2,54,14,2,1032.0,1897,2.32,36.57
13,2,1,1,1,3260.0,1897,-8.119,114.056
40,2,7,7,1,796.0,1897,-10.386,165.804
36,2,6,6,3,1592.0,1897,32.884,131.104
6,0,5,5,2,2632.0,1897,-21.244,55.708
103,2,1,1,1,3657.0,1897,-8.108,112.922
258,2,9,8,1,5660.0,1897,-33.425,-69.797
422,0,12,8,2,920.0,1897,-0.22,-90.77
130,2,30,17,3,1719.0,1897,64.416,-17.316
1,2,1,1,1,2910.0,1897,-7.54,110.446
216,2,1,1,3,1717.0,1897,-8.242,115.375
113,2,14,13,1,1978.0,1897,-39.157,175.632
212,2,10,10,1,3283.0,1897,56.653,161.36
54,2,6,6,2,1700.0,1896,31.934,130.862
37,2,10,10,1,4754.0,1896,56.056,160.642
113,2,14,13,1,1978.0,1896,-39.157,175.632
428,2,1,1,1,1641.0,1896,-7.981,113.341
56,2,13,12,1,2462.0,1896,13.257,123.685
13,2,1,1,1,3260.0,1896,-8.119,114.056
5,0,4,4,2,1222.0,1896,19.421,-155.287
29,2,1,1,1,2084.0,1896,-6.77,107.6
103,2,1,1,1,3657.0,1896,-8.108,112.922
268,0,4,4,2,4170.0,1896,19.475,-155.608
355,1,6,6,5,1841.0,1896,38.144,140.44
198,2,26,3,1,3763.0,1896,14.473,-90.88
5,0,4,4,2,1222.0,1896,19.421,-155.287
304,2,6,6,4,11.0,1896,31.888,139.918
4,2,1,1,1,2329.0,1896,-7.942,112.95
274,1,14,13,10,1111.0,1896,-38.12,176.5
52,1,21,14,2,3058.0,1896,-1.408,29.2
387,2,19,8,10,1318.0,1896,-42.377,-72.578
43,1,1,1,1,1715.0,1895,0.8,127.33
355,2,6,6,5,1841.0,1895,38.144,140.44
244,2,4,9,1,1303.0,1895,54.134,-165.986
56,2,13,12,1,2462.0,1895,13.257,123.685
54,2,6,6,2,1700.0,1895,31.934,130.862
60,2,1,1,1,3142.0,1895,-4.016,103.121
391,2,1,1,4,-5.0,1895,3.138,125.491
104,2,16,7,1,1839.0,1895,-4.649,145.964
103,2,1,1,1,3657.0,1895,-8.108,112.922
163,2,14,13,1,2797.0,1895,-39.28,175.57
282,1,6,6,1,1949.0,1895,37.735,140.244
355,1,6,6,5,1841.0,1895,38.144,140.44
431,2,16,7,3,408.0,1895,-5.094,150.094
384,2,54,14,2,1032.0,1895,2.32,36.57
325,2,9,8,1,6070.0,1895,-33.789,-69.895
159,2,19,8,1,3125.0,1895,-38.692,-71.729
432,2,12,8,1,3990.0,1895,-0.538,-77.626
86,2,12,8,1,5911.0,1895,-0.677,-78.436
39,1,8,3,1,2697.0,1895,10.2,-84.233
92,2,19,8,1,1974.0,1894,-41.33,-72.618
270,3,1,1,1,2168.0,1894,-7.25,108.058
155,3,22,7,7,1334.0,1894,-16.25,168.12
1,1,1,1,1,2910.0,1894,-7.54,110.446
200,2,10,10,1,2717.0,1894,53.256,158.836
275,2,6,6,3,1320.0,1894,42.688,141.38
6,2,5,5,2,2632.0,1894,-21.244,55.708
293,2,10,11,1,1328.0,1894,46.042,150.083
355,2,6,6,5,1841.0,1894,38.144,140.44
52,2,21,14,2,3058.0,1894,-1.408,29.2
58,2,13,12,1,2435.0,1894,10.412,123.132
28,2,6,6,5,2568.0,1894,36.406,138.523
282,1,6,6,1,1949.0,1894,37.735,140.244
36,2,6,6,3,1592.0,1894,32.884,131.104
54,2,6,6,2,1700.0,1894,31.934,130.862
275,2,6,6,3,1320.0,1894,42.688,141.38
1,2,1,1,1,2910.0,1894,-7.54,110.446
63,2,13,12,1,1535.0,1894,12.769,124.056
197,1,21,14,1,3470.0,1894,-1.52,29.25
209,2,16,7,11,1855.0,1894,-6.137,155.196
46,2,10,11,1,2285.0,1894,50.861,155.565
78,2,4,9,1,2493.0,1894,55.417,-161.894
150,3,12,8,1,3562.0,1894,-0.077,-77.656
103,2,1,1,1,3657.0,1893,-8.108,112.922
35,2,18,3,1,3850.0,1893,19.514,-103.62
94,2,19,8,1,2847.0,1893,-39.42,-71.93
159,2,19,8,1,3125.0,1893,-38.692,-71.729
428,2,1,1,1,1641.0,1893,-7.981,113.341
282,1,6,6,1,1949.0,1893,37.735,140.244
56,1,13,12,1,2462.0,1893,13.257,123.685
1,1,1,1,1,2910.0,1893,-7.54,110.446
58,2,13,12,1,2435.0,1893,10.412,123.132
282,1,6,6,1,1949.0,1893,37.735,140.244
108,1,32,18,1,3320.0,1893,37.748,14.999
85,2,1,1,1,1580.0,1893,1.358,124.792
79,2,19,8,1,3180.0,1893,-36.868,-71.378
4,2,1,1,1,2329.0,1893,-7.942,112.95
92,4,19,8,1,1974.0,1893,-41.33,-72.618
261,2,1,1,1,2145.0,1893,0.686,99.539
103,2,1,1,1,3657.0,1893,-8.108,112.922
185,2,1,1,1,1318.0,1893,3.689,125.447
387,2,19,8,10,1318.0,1893,-42.377,-72.578
129,2,19,8,1,2236.0,1893,-40.59,-72.117
113,2,14,13,1,1978.0,1892,-39.157,175.632
268,0,4,4,2,4170.0,1892,19.475,-155.608
113,2,14,13,1,1978.0,1892,-39.157,175.632
166,2,22,7,1,1413.0,1892,-16.507,168.346
244,1,4,9,1,1303.0,1892,54.134,-165.986
45,3,4,9,1,2507.0,1892,56.17,-159.38
108,2,32,18,1,3320.0,1892,37.748,14.999
108,2,32,18,1,3320.0,1892,37.748,14.999
41,2,1,1,1,1797.0,1892,2.781,125.407
185,3,1,1,1,1318.0,1892,3.689,125.447
433,2,1,1,1,868.0,1892,-7.125,128.675
261,2,1,1,1,2145.0,1892,0.686,99.539
241,3,4,9,1,1054.0,1892,52.315,-172.51
103,2,1,1,1,3657.0,1892,-8.108,112.922
113,2,14,13,1,1978.0,1892,-39.157,175.632
63,2,13,12,1,1535.0,1892,12.769,124.056
78,2,4,9,1,2493.0,1892,55.417,-161.894
159,2,19,8,1,3125.0,1892,-38.692,-71.729
241,2,4,9,1,1054.0,1891,52.315,-172.51
54,2,6,6,2,1700.0,1891,31.934,130.862
130,2,30,17,3,1719.0,1891,64.416,-17.316
434,1,32,18,2,836.0,1891,36.77,12.02
56,2,13,12,1,2462.0,1891,13.257,123.685
428,2,1,1,1,1641.0,1891,-7.981,113.341
1,2,1,1,1,2910.0,1891,-7.54,110.446
35,2,18,3,1,3850.0,1891,19.514,-103.62
54,2,6,6,2,1700.0,1891,31.934,130.862
140,2,3,3,1,1700.0,1891,11.538,-85.622
108,2,32,18,1,3320.0,1891,37.748,14.999
79,2,19,8,1,3180.0,1891,-36.868,-71.378
322,2,19,8,1,6142.0,1891,-21.888,-68.391
315,2,11,3,1,1950.0,1891,13.813,-89.633
120,2,29,8,5,4276.0,1891,1.22,-77.37
332,2,1,1,1,3008.0,1891,-6.77,106.965
301,2,6,6,1,1637.0,1890,39.761,140.799
257,2,1,1,3,596.0,1890,-4.523,129.881
35,2,18,3,1,3850.0,1890,19.514,-103.62
220,2,6,6,1,1366.0,1890,39.964,140.757
56,2,13,12,1,2462.0,1890,13.257,123.685
428,2,1,1,1,1641.0,1890,-7.981,113.341
342,1,6,6,2,2578.0,1890,36.799,139.376
105,2,1,1,1,3428.0,1890,-7.242,109.208
13,2,1,1,1,3260.0,1890,-8.119,114.056
256,2,1,1,1,1357.0,1890,0.32,127.4
364,1,6,6,1,1562.0,1890,44.133,145.161
4,2,1,1,1,2329.0,1890,-7.942,112.95
108,2,32,18,1,3320.0,1890,37.748,14.999
37,2,10,10,1,4754.0,1890,56.056,160.642
435,2,10,10,6,3943.0,1890,56.113,160.509
315,0,11,3,1,1950.0,1890,13.813,-89.633
428,2,1,1,1,1641.0,1890,-7.981,113.341
6,2,5,5,2,2632.0,1890,-21.244,55.708
365,3,32,18,1,924.0,1890,38.789,15.213
436,2,16,7,1,1925.0,1890,-9.2,149.07
82,0,16,7,5,1330.0,1890,-5.525,148.42
18,2,1,1,1,1785.0,1890,1.112,124.737
437,0,27,4,4,-2650.0,1890,-18.175,-113.35
143,1,10,10,1,3430.0,1890,53.321,158.712
20,2,11,3,1,2130.0,1890,13.434,-88.269
387,3,19,8,10,1318.0,1890,-42.377,-72.578
94,2,19,8,1,2847.0,1890,-39.42,-71.93
123,1,6,6,3,169.0,1889,24.751,141.289
28,2,6,6,5,2568.0,1889,36.406,138.523
54,2,6,6,2,1700.0,1889,31.934,130.862
342,1,6,6,2,2578.0,1889,36.799,139.376
181,4,6,6,1,796.0,1889,29.638,129.714
428,2,1,1,1,1641.0,1889,-7.981,113.341
391,2,1,1,4,-5.0,1889,3.138,125.491
42,2,19,8,1,3977.0,1889,-35.223,-70.568
364,2,6,6,1,1562.0,1889,44.133,145.161
35,4,18,3,1,3850.0,1889,19.514,-103.62
120,2,29,8,5,4276.0,1889,1.22,-77.37
1,1,1,1,1,2910.0,1889,-7.54,110.446
195,1,1,1,1,725.0,1889,2.3,125.37
6,2,5,5,2,2632.0,1889,-21.244,55.708
163,2,14,13,1,2797.0,1889,-39.28,175.57
159,2,19,8,1,3125.0,1889,-38.692,-71.729
50,2,1,1,5,2885.0,1889,-0.38,100.474
378,1,1,1,1,2854.0,1889,-0.39,100.331
103,2,1,1,1,3657.0,1889,-8.108,112.922
191,2,1,1,1,1703.0,1889,-8.542,122.775
186,2,6,6,1,2077.0,1889,43.418,142.686
325,2,9,8,1,6070.0,1889,-33.789,-69.895
258,2,9,8,1,5660.0,1889,-33.425,-69.797
56,1,13,12,1,2462.0,1888,13.257,123.685
438,2,50,18,1,698.0,1888,36.586,27.16
428,2,1,1,1,1641.0,1888,-7.981,113.341
1,2,1,1,1,2910.0,1888,-7.54,110.446
439,3,32,18,1,500.0,1888,38.404,14.962
440,4,6,6,1,1816.0,1888,37.601,140.072
216,2,1,1,3,1717.0,1888,-8.242,115.375
204,2,6,6,1,1131.0,1888,42.063,140.677
108,2,32,18,1,3320.0,1888,37.748,14.999
22,1,12,8,2,1476.0,1888,-0.37,-91.55
165,2,16,7,1,75.0,1888,-5.519,148.115
155,2,22,7,7,1334.0,1888,-16.25,168.12
54,2,6,6,2,1700.0,1888,31.934,130.862
50,2,1,1,5,2885.0,1888,-0.38,100.474
103,2,1,1,1,3657.0,1888,-8.108,112.922
39,1,8,3,1,2697.0,1888,10.2,-84.233
240,2,1,1,1,1659.0,1888,-8.342,123.258
305,2,1,1,1,2096.0,1888,-8.817,121.191
332,2,1,1,1,3008.0,1888,-6.77,106.965
441,1,54,14,1,800.0,1888,2.63,36.6
384,0,54,14,2,1032.0,1888,2.32,36.57
299,2,1,1,1,3136.0,1887,-7.3,109.992
428,2,1,1,1,1641.0,1887,-7.981,113.341
332,2,1,1,1,3008.0,1887,-6.77,106.965
275,2,6,6,3,1320.0,1887,42.688,141.38
424,2,30,17,1,1650.0,1887,64.267,-17.617
103,2,1,1,1,3657.0,1887,-8.108,112.922
428,2,1,1,1,1641.0,1887,-7.981,113.341
255,3,19,8,1,2832.0,1887,-38.379,-71.586
101,2,16,7,1,1807.0,1887,-4.08,145.037
186,2,6,6,1,2077.0,1887,43.418,142.686
108,1,32,18,1,3320.0,1887,37.748,14.999
41,2,1,1,1,1797.0,1887,2.781,125.407
54,2,6,6,2,1700.0,1887,31.934,130.862
51,2,1,1,1,3800.0,1887,-1.697,101.264
165,2,16,7,1,75.0,1887,-5.519,148.115
103,2,1,1,1,3657.0,1887,-8.108,112.922
268,0,4,4,2,4170.0,1887,19.475,-155.608
159,2,19,8,1,3125.0,1887,-38.692,-71.729
315,2,11,3,1,1950.0,1887,13.813,-89.633
35,0,18,3,1,3850.0,1887,19.514,-103.62
244,0,4,9,1,1303.0,1887,54.134,-165.986
220,2,6,6,1,1366.0,1887,39.964,140.757
264,2,15,13,2,260.0,1887,-15.6,-175.63
4,2,1,1,1,2329.0,1886,-7.942,112.95
24,2,14,13,1,294.0,1886,-37.52,177.18
264,4,15,13,2,260.0,1886,-15.6,-175.63
56,3,13,12,1,2462.0,1886,13.257,123.685
155,2,22,7,7,1334.0,1886,-16.25,168.12
274,5,14,13,10,1111.0,1886,-38.12,176.5
332,2,1,1,1,3008.0,1886,-6.77,106.965
113,2,14,13,1,1978.0,1886,-39.157,175.632
80,2,3,3,1,1270.0,1886,12.423,-86.539
108,3,32,18,1,3320.0,1886,37.748,14.999
41,2,1,1,1,1797.0,1886,2.781,125.407
4,2,1,1,1,2329.0,1886,-7.942,112.95
275,2,6,6,3,1320.0,1886,42.688,141.38
50,2,1,1,5,2885.0,1886,-0.38,100.474
172,0,14,13,1,516.0,1886,-29.27,-177.92
103,2,1,1,1,3657.0,1886,-8.108,112.922
124,4,12,8,1,5023.0,1886,-1.467,-78.442
439,3,32,18,1,500.0,1886,38.404,14.962
86,2,12,8,1,5911.0,1886,-0.677,-78.436
236,2,8,3,1,3432.0,1886,9.979,-83.852
412,0,23,14,1,4550.0,1886,-3.244,36.75
27,2,15,13,4,43.0,1886,-19.18,-174.87
442,3,16,7,1,2248.0,1886,-5.2,151.23
63,2,13,12,1,1535.0,1886,12.769,124.056
78,2,4,9,1,2493.0,1886,55.417,-161.894
35,3,18,3,1,3850.0,1885,19.514,-103.62
89,2,26,3,5,2569.0,1885,14.382,-90.601
443,1,1,1,1,3265.0,1885,-7.625,111.192
56,2,13,12,1,2462.0,1885,13.257,123.685
50,2,1,1,5,2885.0,1885,-0.38,100.474
4,2,1,1,1,2329.0,1885,-7.942,112.95
363,3,15,13,4,-17.0,1885,-20.32,-175.42
84,2,15,13,3,515.0,1885,-19.75,-175.07
24,2,14,13,1,294.0,1885,-37.52,177.18
240,2,1,1,1,1659.0,1885,-8.342,123.258
185,2,1,1,1,1318.0,1885,3.689,125.447
