,Volcano Name,Eruption Type,Max. VEI,Country,Volcanic_Region,Volcano_type,Latitude,Longitude,Summit,Year
8063,Yate,Confirmed Eruption,0,Chile,South America,Stratovolcano,41.755°S,72.396°W,2187,1090
8064,Miyakejima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.094°N,139.526°E,775,1085
8065,Fujisan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,35.361°N,138.728°E,3776,1083
8066,Ubinas,Confirmed Eruption,5,Peru,South America,Stratovolcano,16.355°S,70.903°W,5672,1082
8067,Bardarbunga,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,Stratovolcano,64.633°N,17.516°W,2000,1080
8068,Mashu,Confirmed Eruption,5,Japan,"Japan, Taiwan, Marianas",Caldera,43.572°N,144.561°E,857,1080
8069,Haleakala,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,Shield,20.708°N,156.25°W,3055,1080
8070,San Francisco Volcanic Field,Confirmed Eruption,4,United States,Canada and Western USA,Pyroclastic cone,35.347°N,111.678°W,3850,1075
8071,Krysuvik-Trolladyngja,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,Crater rows,63.917°N,22.067°W,360,1075
8072,Vesuvius,Uncertain Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,40.821°N,14.426°E,1281,1073
8073,Karkar,Confirmed Eruption,0,Papua New Guinea,Melanesia and Australia,Stratovolcano,4.649°S,145.964°E,1839,1070
8074,Taranaki,Confirmed Eruption,0,New Zealand,New Zealand to Fiji,Stratovolcano,39.3°S,174.07°E,2518,1070
8075,Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170,1070
8076,Etna,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1063
8077,Medicine Lake,Confirmed Eruption,3,United States,Canada and Western USA,Shield,41.611°N,121.554°W,2412,1060
8078,"Negra, Sierra",Confirmed Eruption,0,Ecuador,South America,Shield,0.83°S,91.17°W,1124,1060
8079,Nejapa-Miraflores,Confirmed Eruption,3,Nicaragua,México and Central America,Fissure vent,12.12°N,86.32°W,360,1060
8080,Grimsvotn,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719,1060
8081,Tenerife,Confirmed Eruption,0,Spain,Atlantic Ocean,Stratovolcano,28.271°N,16.641°W,3715,1060
8082,Hekla,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,Stratovolcano,63.983°N,19.666°W,1490,1050
8083,"Bravo, Cerro",Confirmed Eruption,4,Colombia,South America,Stratovolcano,5.091°N,75.293°W,3985,1050
8084,Markagunt Plateau,Confirmed Eruption,0,United States,Canada and Western USA,Volcanic field,37.58°N,112.67°W,2840,1050
8085,Kilauea,Confirmed Eruption,1,United States,Hawaii and Pacific Ocean,Shield,19.421°N,155.287°W,1222,1050
8086,Hualalai,Confirmed Eruption,1,United States,Hawaii and Pacific Ocean,Shield,19.692°N,155.87°W,2523,1050
8087,Michoacan-Guanajuato,Uncertain Eruption,0,Mexico,México and Central America,Pyroclastic cone,19.85°N,101.75°W,3860,1050
8088,Aniakchak,Confirmed Eruption,0,United States,Alaska,Caldera,56.88°N,158.17°W,1341,1050
8089,Ugashik-Peulik,Confirmed Eruption,0,United States,Alaska,Stratovolcano,57.751°N,156.368°W,1474,1050
8090,Tanaga,Confirmed Eruption,0,United States,Alaska,Stratovolcano,51.885°N,178.146°W,1806,1050
8091,Tolbachik,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,Shield,55.832°N,160.326°E,3611,1050
8092,Tokachidake,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,43.418°N,142.686°E,2077,1050
8093,Karymsky,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,Stratovolcano,54.049°N,159.443°E,1513,1050
8094,"Barrier, The",Confirmed Eruption,0,Kenya,Africa and Red Sea,Shield,2.32°N,36.57°E,1032,1050
8095,Karthala,Confirmed Eruption,0,Comoros,Middle East and Indian Ocean,Shield,11.75°S,43.38°E,2361,1050
8096,Witori,Confirmed Eruption,0,Papua New Guinea,Melanesia and Australia,Caldera,5.576°S,150.516°E,724,1050
8097,Krakatau,Confirmed Eruption,0,Indonesia,Indonesia,Caldera,6.102°S,105.423°E,155,1050
8098,Vesuvius,Uncertain Eruption,1,Italy,Mediterranean and Western Asia,Stratovolcano,40.821°N,14.426°E,1281,1049
8099,Etna,Uncertain Eruption,0,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1044
8100,Hakusan,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.155°N,136.771°E,2702,1042
8101,Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170,1040
8102,Vulcano,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,Stratovolcano,38.404°N,14.962°E,500,1040
8103,Savai'i,Confirmed Eruption,0,Samoa,New Zealand to Fiji,Shield,13.612°S,172.525°W,1858,1040
8104,Cayambe,Confirmed Eruption,4,Ecuador,South America,Compound,0.029°N,77.986°W,5790,1040
8105,Vesuvius,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,40.821°N,14.426°E,1281,1037
8106,Sheveluch,Confirmed Eruption,5,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.653°N,161.36°E,3283,1034
8107,Fujisan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,35.361°N,138.728°E,3776,1033
8108,Gorely,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,Caldera,52.559°N,158.03°E,1799,1030
8109,Redoubt,Confirmed Eruption,0,United States,Alaska,Stratovolcano,60.485°N,152.742°W,3108,1030
8110,Tacana,Confirmed Eruption,0,Mexico-Guatemala,México and Central America,Stratovolcano,15.132°N,92.109°W,4064,1030
8111,"Barrier, The",Confirmed Eruption,0,Kenya,Africa and Red Sea,Shield,2.32°N,36.57°E,1032,1030
8112,Billy Mitchell,Confirmed Eruption,5,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,6.092°S,155.225°E,1544,1030
8113,Kikai,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",Caldera,30.793°N,130.305°E,704,1030
8114,Tungurahua,Confirmed Eruption,0,Ecuador,South America,Stratovolcano,1.467°S,78.442°W,5023,1030
8115,Arenal,Confirmed Eruption,4,Costa Rica,México and Central America,Stratovolcano,10.463°N,84.703°W,1670,1030
8116,Arenal,Confirmed Eruption,4,Costa Rica,México and Central America,Stratovolcano,10.463°N,84.703°W,1670,1020
8117,Taveuni,Confirmed Eruption,2,Fiji,New Zealand to Fiji,Shield,16.82°S,179.97°W,1241,1020
8118,Haleakala,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,Shield,20.708°N,156.25°W,3055,1020
8119,Sheveluch,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.653°N,161.36°E,3283,1020
8120,Fujisan,Uncertain Eruption,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,35.361°N,138.728°E,3776,1017
8121,Haleakala,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,Shield,20.708°N,156.25°W,3055,1010
8122,Medicine Lake,Confirmed Eruption,3,United States,Canada and Western USA,Shield,41.611°N,121.554°W,2412,1010
8123,Kikai,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",Caldera,30.793°N,130.305°E,704,1010
8124,Merapi,Confirmed Eruption,0,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910,1010
8125,Grimsvotn,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719,1010
8126,Halla,Confirmed Eruption,0,South Korea,Kamchatka and Mainland Asia,Shield,33.361°N,126.53°E,1919,1007
8127,Vesuvius,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,40.821°N,14.426°E,1281,1006
8128,Merapi,Discredited Eruption,0,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910,1006
8129,Etna,Uncertain Eruption,0,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1004
8130,Halla,Confirmed Eruption,0,South Korea,Kamchatka and Mainland Asia,Shield,33.361°N,126.53°E,1919,1002
8131,Brennisteinsfjoll,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,Crater rows,63.933°N,21.783°W,610,1000
8132,Kick 'em Jenny,Confirmed Eruption,0,Grenada,West Indies,Submarine,12.3°N,61.64°W,-185,1000
8133,Katla,Discredited Eruption,0,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490,1000
8134,Gorny Institute,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,Stratovolcano,57.33°N,160.2°E,2125,1000
8135,Tolbachik,Confirmed Eruption,4,Russia,Kamchatka and Mainland Asia,Shield,55.832°N,160.326°E,3611,1000
8136,Khangar,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,Stratovolcano,54.761°N,157.407°E,1967,1000
8137,Mono-Inyo Craters,Confirmed Eruption,0,United States,Canada and Western USA,Lava dome,37.804°N,119.029°W,2796,1000
8138,Ksudach,Confirmed Eruption,4,Russia,Kamchatka and Mainland Asia,Stratovolcano,51.844°N,157.572°E,1079,1000
8139,Zhupanovsky,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,Compound,53.589°N,159.15°E,2899,1000
8140,Kostakan,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,Pyroclastic cone,53.83°N,158.05°E,1150,1000
8141,"Lunayyir, Harrat",Confirmed Eruption,0,Saudi Arabia,Middle East and Indian Ocean,Volcanic field,25.17°N,37.75°E,1370,1000
8142,Kelud,Confirmed Eruption,3,Indonesia,Indonesia,Stratovolcano,7.935°S,112.314°E,1730,1000
8143,Kirishimayama,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",Shield,31.934°N,130.862°E,1700,1000
8144,Axial Seamount,Confirmed Eruption,0,Undersea Features,Hawaii and Pacific Ocean,Submarine,45.95°N,130°W,-1410,1000
8145,Fujisan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,35.361°N,138.728°E,3776,999
8146,Chokaisan,Uncertain Eruption,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,39.099°N,140.049°E,2236,999
8147,Vesuvius,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,40.821°N,14.426°E,1281,999
8148,Fujisan,Uncertain Eruption,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,35.361°N,138.728°E,3776,993
8149,Vesuvius,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,40.821°N,14.426°E,1281,991
8150,Haleakala,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,Shield,20.708°N,156.25°W,3055,990
8151,Niigata-Yakeyama,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",Lava dome,36.921°N,138.036°E,2400,989
8152,Asosan,Uncertain Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592,986
8153,Haleakala,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,Shield,20.708°N,156.25°W,3055,980
8154,Lassen Volcanic Center,Confirmed Eruption,0,United States,Canada and Western USA,Stratovolcano,40.492°N,121.508°W,3187,980
8155,Fuego,Confirmed Eruption,0,Guatemala,México and Central America,Stratovolcano,14.473°N,90.88°W,3763,970
8156,Sheveluch,Confirmed Eruption,4,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.653°N,161.36°E,3283,970
8157,Kuchinoerabujima,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,30.443°N,130.217°E,657,970
8158,Taranaki,Confirmed Eruption,0,New Zealand,New Zealand to Fiji,Stratovolcano,39.3°S,174.07°E,2518,970
8159,Vesuvius,Confirmed Eruption,4,Italy,Mediterranean and Western Asia,Stratovolcano,40.821°N,14.426°E,1281,968
8160,"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,960
8161,Katla,Confirmed Eruption,3,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490,960
8162,Grimsvotn,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719,960
8163,Ljosufjoll,Confirmed Eruption,2,Iceland,Iceland and Arctic Ocean,Fissure vent,64.9°N,22.483°W,1063,960
8164,Fujisan,Uncertain Eruption,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,35.361°N,138.728°E,3776,952
8165,Adatarayama,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,37.647°N,140.281°E,1728,950
8166,Karymsky,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,Stratovolcano,54.049°N,159.443°E,1513,950
8167,Komarov,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,Stratovolcano,55.033°N,160.725°E,2065,950
8168,Mutnovsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Complex,52.449°N,158.196°E,2288,950
8169,Tokachidake,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,43.418°N,142.686°E,2077,950
8170,Akan,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",Caldera,43.384°N,144.013°E,1499,950
8171,Tolbachik,Confirmed Eruption,4,Russia,Kamchatka and Mainland Asia,Shield,55.832°N,160.326°E,3611,950
8172,Bezymianny,Confirmed Eruption,4,Russia,Kamchatka and Mainland Asia,Stratovolcano,55.972°N,160.595°E,2882,950
8173,Shishaldin,Confirmed Eruption,0,United States,Alaska,Stratovolcano,54.756°N,163.97°W,2857,950
8174,Northern EPR at 9.8°N,Confirmed Eruption,0,Undersea Features,Hawaii and Pacific Ocean,Submarine,9.83°N,104.3°W,-2500,950
8175,Edziza,Confirmed Eruption,3,Canada,Canada and Western USA,Stratovolcano,57.72°N,130.63°W,2786,950
8176,Adams,Confirmed Eruption,2,United States,Canada and Western USA,Stratovolcano,46.206°N,121.49°W,3742,950
8177,Jefferson,Confirmed Eruption,0,United States,Canada and Western USA,Stratovolcano,44.674°N,121.8°W,3199,950
