Volcano Name,Eruption Type,Start Date,Max. VEI,Country,Volcanic_Region,Volcano_type,Latitude,Longitude,Summit
Akan,Confirmed Eruption,3050 BCE,--,Japan,"Japan, Taiwan, Marianas",Caldera,43.384°N,144.013°E,1499
Meidob Volcanic Field,Confirmed Eruption,3050 BCE,4,Sudan,Africa and Red Sea,Pyroclastic cone(s),15.32°N,26.47°E,2000
Ischia,Confirmed Eruption,3050 BCE,--,Italy,Mediterranean and Western Asia,Complex,40.73°N,13.897°E,789
Etna,Confirmed Eruption,3050 BCE,--,Italy,Mediterranean and Western Asia,Stratovolcano(es),37.748°N,14.999°E,3320
Tambora,Confirmed Eruption,3050 BCE,--,Indonesia,Indonesia,Stratovolcano,8.25°S,118°E,2850
Aira,Confirmed Eruption,3050 BCE,4,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117
Kirishimayama,Confirmed Eruption,3050 BCE,3,Japan,"Japan, Taiwan, Marianas",Shield,31.934°N,130.862°E,1700
Bulusan,Confirmed Eruption,3050 BCE,--,Philippines,Philippines and SE Asia,Stratovolcano(es),12.769°N,124.056°E,1535
Nejapa-Miraflores,Confirmed Eruption,3050 BCE,--,Nicaragua,México and Central America,Fissure vent(s),12.12°N,86.32°W,360
Tenerife,Confirmed Eruption,3050 BCE,--,Spain,Atlantic Ocean,Stratovolcano,28.271°N,16.641°W,3715
Sete Cidades,Confirmed Eruption,3050 BCE,4,Portugal,Atlantic Ocean,Stratovolcano,37.865°N,25.785°W,842
Krafla,Confirmed Eruption,3050 BCE,0,Iceland,Iceland and Arctic Ocean,Caldera,65.715°N,16.728°W,800
Marsili,Confirmed Eruption,3050 BCE,--,Italy,Mediterranean and Western Asia,Submarine,39.284°N,14.399°E,-779
Taupo,Confirmed Eruption,3070 BCE,4,New Zealand,New Zealand to Fiji,Caldera,38.82°S,176°E,760
Haleakala,Confirmed Eruption,3070 BCE,--,United States,Hawaii and Pacific Ocean,Shield,20.708°N,156.25°W,3055
Socorro,Confirmed Eruption,3090 BCE,--,Mexico,México and Central America,Shield,18.78°N,110.95°W,1050
Medicine Lake,Confirmed Eruption,3090 BCE,--,United States,Canada and Western USA,Shield,41.611°N,121.554°W,2412
Mayon,Confirmed Eruption,3100 BCE,--,Philippines,Philippines and SE Asia,Stratovolcano,13.257°N,123.685°E,2462
Chaiten,Confirmed Eruption,3100 BCE,5,Chile,South America,Caldera,42.833°S,72.646°W,1122
Kujusan,Confirmed Eruption,3110 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),33.086°N,131.249°E,1791
Taupo,Confirmed Eruption,3120 BCE,3,New Zealand,New Zealand to Fiji,Caldera,38.82°S,176°E,760
Pelee,Confirmed Eruption,3120 BCE,--,France,West Indies,Stratovolcano,14.809°N,61.165°W,1394
Galeras,Confirmed Eruption,3150 BCE,3,Colombia,South America,Complex,1.22°N,77.37°W,4276
Loloru,Confirmed Eruption,3150 BCE,--,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,6.52°S,155.62°E,1887
Glacier Peak,Confirmed Eruption,3150 BCE,--,United States,Canada and Western USA,Stratovolcano,48.112°N,121.113°W,3213
Redoubt,Confirmed Eruption,3150 BCE,--,United States,Alaska,Stratovolcano,60.485°N,152.742°W,3108
Fuss Peak,Confirmed Eruption,3150 BCE,3,Russia,Kuril Islands,Stratovolcano,50.267°N,155.246°E,1742
Fisher,Confirmed Eruption,3170 BCE,5,United States,Alaska,Stratovolcano,54.65°N,164.43°W,1112
Taupo,Confirmed Eruption,3170 BCE,4,New Zealand,New Zealand to Fiji,Caldera,38.82°S,176°E,760
Redoubt,Confirmed Eruption,3180 BCE,--,United States,Alaska,Stratovolcano,60.485°N,152.742°W,3108
Colima,Confirmed Eruption,3180 BCE,--,Mexico,México and Central America,Stratovolcano(es),19.514°N,103.62°W,3850
Katla,Confirmed Eruption,3180 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Arenal,Confirmed Eruption,3190 BCE,--,Costa Rica,México and Central America,Stratovolcano,10.463°N,84.703°W,1670
Medicine Lake,Confirmed Eruption,3190 BCE,0,United States,Canada and Western USA,Shield,41.611°N,121.554°W,2412
Unknown Source,Confirmed Eruption,3195 BCE,--,,,,,,
Sheveluch,Confirmed Eruption,3200 BCE,4,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.653°N,161.36°E,3283
Karymsky,Confirmed Eruption,3200 BCE,4,Russia,Kamchatka and Mainland Asia,Stratovolcano,54.049°N,159.443°E,1513
Avachinsky,Confirmed Eruption,3200 BCE,5,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717
Taisetsuzan,Confirmed Eruption,3200 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),43.664°N,142.854°E,2291
Midagahara,Confirmed Eruption,3200 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.571°N,137.59°E,2621
Taveuni,Confirmed Eruption,3200 BCE,2,Fiji,New Zealand to Fiji,Shield,16.82°S,179.97°W,1241
Unknown Source,Confirmed Eruption,3201 BCE,--,,,,,,
Deception Island,Confirmed Eruption,3250 BCE,--,Antarctica,Antarctica,Caldera,63.001°S,60.652°W,602
Pelee,Confirmed Eruption,3250 BCE,--,France,West Indies,Stratovolcano,14.809°N,61.165°W,1394
Hengill,Confirmed Eruption,3250 BCE,0,Iceland,Iceland and Arctic Ocean,Crater rows,64.083°N,21.416°W,803
Puyehue-Cordon Caulle,Confirmed Eruption,3250 BCE,--,Chile,South America,Stratovolcano,40.59°S,72.117°W,2236
Taranaki,Confirmed Eruption,3250 BCE,--,New Zealand,New Zealand to Fiji,Stratovolcano,39.3°S,174.07°E,2518
Kikai,Confirmed Eruption,3250 BCE,--,Japan,"Japan, Taiwan, Marianas",Caldera,30.793°N,130.305°E,704
Iwatesan,Confirmed Eruption,3250 BCE,0,Japan,"Japan, Taiwan, Marianas",Complex,39.853°N,141.001°E,2038
Krasheninnikov,Confirmed Eruption,3250 BCE,--,Russia,Kamchatka and Mainland Asia,Caldera,54.596°N,160.27°E,1816
Hell's Half Acre,Confirmed Eruption,3250 BCE,0,United States,Canada and Western USA,Shield,43.5°N,112.45°W,1631
Carrizozo,Confirmed Eruption,3250 BCE,--,United States,Canada and Western USA,Pyroclastic cone(s),33.78°N,105.93°W,1731
Mauna Loa,Confirmed Eruption,3250 BCE,0,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170
Spurr,Confirmed Eruption,3250 BCE,--,United States,Alaska,Stratovolcano,61.299°N,152.251°W,3374
Adams,Confirmed Eruption,3250 BCE,2,United States,Canada and Western USA,Stratovolcano,46.206°N,121.49°W,3742
Colima,Confirmed Eruption,3270 BCE,--,Mexico,México and Central America,Stratovolcano(es),19.514°N,103.62°W,3850
Cotopaxi,Confirmed Eruption,3280 BCE,5,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911
Katla,Confirmed Eruption,3280 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Pelee,Confirmed Eruption,3290 BCE,--,France,West Indies,Stratovolcano,14.809°N,61.165°W,1394
Kilauea,Confirmed Eruption,3300 BCE,0,United States,Hawaii and Pacific Ocean,Shield,19.421°N,155.287°W,1222
Soufriere Guadeloupe,Confirmed Eruption,3310 BCE,--,France,West Indies,Stratovolcano,16.044°N,61.664°W,1467
Arenal,Confirmed Eruption,3350 BCE,4,Costa Rica,México and Central America,Stratovolcano,10.463°N,84.703°W,1670
Prestahnukur,Confirmed Eruption,3350 BCE,0,Iceland,Iceland and Arctic Ocean,Subglacial,64.583°N,20.666°W,1385
Hekla,Confirmed Eruption,3350 BCE,--,Iceland,Iceland and Arctic Ocean,Stratovolcano,63.983°N,19.666°W,1490
Mauna Loa,Confirmed Eruption,3350 BCE,0,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170
Colima,Confirmed Eruption,3350 BCE,--,Mexico,México and Central America,Stratovolcano(es),19.514°N,103.62°W,3850
Zaozan [Zaosan],Confirmed Eruption,3350 BCE,--,Japan,"Japan, Taiwan, Marianas",Complex,38.144°N,140.44°E,1841
Hachijojima,Confirmed Eruption,3350 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),33.137°N,139.766°E,854
Mauna Kea,Confirmed Eruption,3370 BCE,--,United States,Hawaii and Pacific Ocean,Shield,19.82°N,155.47°W,4205
Katla,Confirmed Eruption,3370 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Katla,Confirmed Eruption,3390 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Etna,Confirmed Eruption,3390 BCE,--,Italy,Mediterranean and Western Asia,Stratovolcano(es),37.748°N,14.999°E,3320
Numazawa,Confirmed Eruption,3400 BCE,5,Japan,"Japan, Taiwan, Marianas",Shield,37.444°N,139.566°E,835
Avachinsky,Confirmed Eruption,3400 BCE,--,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717
Taupo,Confirmed Eruption,3420 BCE,3,New Zealand,New Zealand to Fiji,Caldera,38.82°S,176°E,760
Pelee,Confirmed Eruption,3430 BCE,4,France,West Indies,Stratovolcano,14.809°N,61.165°W,1394
San Martin,Confirmed Eruption,3440 BCE,--,Mexico,México and Central America,Shield,18.57°N,95.2°W,1650
Iskut-Unuk River Cones,Confirmed Eruption,3450 BCE,--,Canada,Canada and Western USA,Pyroclastic cone(s),56.58°N,130.55°W,1880
Spokoiny,Confirmed Eruption,3450 BCE,--,Russia,Kamchatka and Mainland Asia,Stratovolcano,58.13°N,160.82°E,2171
Karymsky,Confirmed Eruption,3450 BCE,--,Russia,Kamchatka and Mainland Asia,Stratovolcano,54.049°N,159.443°E,1513
Gorely,Confirmed Eruption,3450 BCE,3,Russia,Kamchatka and Mainland Asia,Caldera,52.559°N,158.03°E,1799
Myokosan,Confirmed Eruption,3450 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.891°N,138.114°E,2454
Asamayama,Confirmed Eruption,3450 BCE,3,Japan,"Japan, Taiwan, Marianas",Complex,36.406°N,138.523°E,2568
Hekla,Confirmed Eruption,3450 BCE,--,Iceland,Iceland and Arctic Ocean,Stratovolcano,63.983°N,19.666°W,1490
Tenerife,Confirmed Eruption,3450 BCE,--,Spain,Atlantic Ocean,Stratovolcano,28.271°N,16.641°W,3715
Dabbahu,Confirmed Eruption,3450 BCE,--,Ethiopia,Africa and Red Sea,Stratovolcano,12.595°N,40.48°E,1401
Kuchinoerabujima,Confirmed Eruption,3480 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),30.443°N,130.217°E,657
Katla,Confirmed Eruption,3480 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Sabancaya,Confirmed Eruption,3490 BCE,0,Peru,South America,Stratovolcano(es),15.787°S,71.857°W,5960
Atacazo,Confirmed Eruption,3490 BCE,4,Ecuador,South America,Stratovolcano,0.353°S,78.617°W,4463
Endeavour Segment,Confirmed Eruption,3490 BCE,0,Canada,Hawaii and Pacific Ocean,Submarine,47.95°N,129.1°W,-2050
Sheveluch,Confirmed Eruption,3500 BCE,5,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.653°N,161.36°E,3283
Opala,Confirmed Eruption,3500 BCE,--,Russia,Kamchatka and Mainland Asia,Caldera,52.543°N,157.339°E,2439
Avachinsky,Confirmed Eruption,3500 BCE,--,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717
Maly Semyachik,Confirmed Eruption,3500 BCE,--,Russia,Kamchatka and Mainland Asia,Caldera,54.135°N,159.674°E,1527
Acigol-Nevsehir,Confirmed Eruption,3500 BCE,--,Turkey,Mediterranean and Western Asia,Caldera,38.537°N,34.621°E,1683
Guagua Pichincha,Confirmed Eruption,3500 BCE,--,Ecuador,South America,Stratovolcano,0.171°S,78.598°W,4784
"Tolima, Nevado del",Confirmed Eruption,3500 BCE,--,Colombia,South America,Stratovolcano,4.658°N,75.33°W,5215
Pelee,Confirmed Eruption,3500 BCE,4,France,West Indies,Stratovolcano,14.809°N,61.165°W,1394
Grimsnes,Confirmed Eruption,3500 BCE,2,Iceland,Iceland and Arctic Ocean,Crater rows,64.05°N,20.883°W,200
Isarog,Confirmed Eruption,3500 BCE,--,Philippines,Philippines and SE Asia,Stratovolcano,13.658°N,123.38°E,1966
Etna,Confirmed Eruption,3510 BCE,--,Italy,Mediterranean and Western Asia,Stratovolcano(es),37.748°N,14.999°E,3320
Colima,Confirmed Eruption,3510 BCE,--,Mexico,México and Central America,Stratovolcano(es),19.514°N,103.62°W,3850
Katla,Confirmed Eruption,3510 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
"Misti, El",Confirmed Eruption,3510 BCE,--,Peru,South America,Stratovolcano,16.294°S,71.409°W,5822
Unknown Source,Confirmed Eruption,3518 BCE,--,,,,,,
Tenerife,Confirmed Eruption,3540 BCE,--,Spain,Atlantic Ocean,Stratovolcano,28.271°N,16.641°W,3715
Kurikomayama,Confirmed Eruption,3540 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,38.961°N,140.788°E,1627
Unknown Source,Confirmed Eruption,3541 BCE,--,,,,,,
Oddnyjarhnjukur-Langjokull,Confirmed Eruption,3550 BCE,0,Iceland,Iceland and Arctic Ocean,Subglacial,64.85°N,19.7°W,1100
Grimsvotn,Confirmed Eruption,3550 BCE,0,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719
Santa Isabel,Confirmed Eruption,3550 BCE,--,Colombia,South America,Shield,4.818°N,75.365°W,4944
Sanbesan,Confirmed Eruption,3550 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,35.141°N,132.622°E,1126
Hakusan,Confirmed Eruption,3550 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.155°N,136.771°E,2702
Krasheninnikov,Confirmed Eruption,3550 BCE,--,Russia,Kamchatka and Mainland Asia,Caldera,54.596°N,160.27°E,1816
Barkhatnaya Sopka,Confirmed Eruption,3550 BCE,--,Russia,Kamchatka and Mainland Asia,Lava dome(s),52.802°N,158.24°E,874
Gorely,Confirmed Eruption,3550 BCE,0,Russia,Kamchatka and Mainland Asia,Caldera,52.559°N,158.03°E,1799
Akan,Confirmed Eruption,3550 BCE,3,Japan,"Japan, Taiwan, Marianas",Caldera,43.384°N,144.013°E,1499
Mashu,Confirmed Eruption,3550 BCE,4,Japan,"Japan, Taiwan, Marianas",Caldera,43.572°N,144.561°E,857
Kussharo,Confirmed Eruption,3550 BCE,--,Japan,"Japan, Taiwan, Marianas",Caldera,43.615°N,144.427°E,574
Yoteizan,Confirmed Eruption,3550 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,42.827°N,140.812°E,1888
Glacier Peak,Confirmed Eruption,3550 BCE,--,United States,Canada and Western USA,Stratovolcano,48.112°N,121.113°W,3213
Adams,Confirmed Eruption,3550 BCE,2,United States,Canada and Western USA,Stratovolcano,46.206°N,121.49°W,3742
Nylgimelkin,Confirmed Eruption,3550 BCE,--,Russia,Kamchatka and Mainland Asia,Shield(s),57.97°N,160.65°E,1764
Jingbo,Confirmed Eruption,3550 BCE,--,China,Kamchatka and Mainland Asia,Volcanic field,44.08°N,128.83°E,1000
Vulcano,Confirmed Eruption,3550 BCE,0,Italy,Mediterranean and Western Asia,Stratovolcano(es),38.404°N,14.962°E,500
Mayotte,Confirmed Eruption,3550 BCE,--,France,Middle East and Indian Ocean,Shield,12.83°S,45.17°E,660
Pinatubo,Confirmed Eruption,3550 BCE,6,Philippines,Philippines and SE Asia,Stratovolcano,15.13°N,120.35°E,1486
Kirishimayama,Confirmed Eruption,3550 BCE,3,Japan,"Japan, Taiwan, Marianas",Shield,31.934°N,130.862°E,1700
Taal,Confirmed Eruption,3580 BCE,6,Philippines,Philippines and SE Asia,Caldera,14.002°N,120.993°E,311
Ischia,Confirmed Eruption,3580 BCE,--,Italy,Mediterranean and Western Asia,Complex,40.73°N,13.897°E,789
Okataina,Confirmed Eruption,3580 BCE,5,New Zealand,New Zealand to Fiji,Lava dome(s),38.12°S,176.5°E,1111
Taveuni,Confirmed Eruption,3580 BCE,2,Fiji,New Zealand to Fiji,Shield,16.82°S,179.97°W,1241
Gorely,Confirmed Eruption,3580 BCE,2,Russia,Kamchatka and Mainland Asia,Caldera,52.559°N,158.03°E,1799
Redoubt,Confirmed Eruption,3600 BCE,--,United States,Alaska,Stratovolcano,60.485°N,152.742°W,3108
Colima,Confirmed Eruption,3600 BCE,--,Mexico,México and Central America,Stratovolcano(es),19.514°N,103.62°W,3850
Calatrava Volcanic Field,Confirmed Eruption,3600 BCE,--,Spain,Mediterranean and Western Asia,Pyroclastic cone(s),38.87°N,4.02°W,1117
Asosan,Confirmed Eruption,3610 BCE,--,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592
Katla,Confirmed Eruption,3640 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Grimsnes,Confirmed Eruption,3650 BCE,0,Iceland,Iceland and Arctic Ocean,Crater rows,64.05°N,20.883°W,200
Rainier,Confirmed Eruption,3650 BCE,3,United States,Canada and Western USA,Stratovolcano,46.853°N,121.76°W,4392
Redoubt,Confirmed Eruption,3650 BCE,--,United States,Alaska,Stratovolcano,60.485°N,152.742°W,3108
Makushin,Confirmed Eruption,3650 BCE,4,United States,Alaska,Stratovolcano,53.891°N,166.923°W,1800
Sheveluch,Confirmed Eruption,3650 BCE,5,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.653°N,161.36°E,3283
Mutnovsky,Confirmed Eruption,3650 BCE,2,Russia,Kamchatka and Mainland Asia,Complex,52.449°N,158.196°E,2288
Izu-Oshima,Confirmed Eruption,3650 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.724°N,139.394°E,746
"Chillan, Nevados de",Confirmed Eruption,3660 BCE,--,Chile,South America,Stratovolcano,36.868°S,71.378°W,3180
Katla,Confirmed Eruption,3670 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Mauna Kea,Confirmed Eruption,3680 BCE,--,United States,Hawaii and Pacific Ocean,Shield,19.82°N,155.47°W,4205
Redoubt,Confirmed Eruption,3690 BCE,--,United States,Alaska,Stratovolcano,60.485°N,152.742°W,3108
Fujisan,Confirmed Eruption,3690 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,35.361°N,138.728°E,3776
Hakoneyama,Confirmed Eruption,3700 BCE,1,Japan,"Japan, Taiwan, Marianas",Complex,35.233°N,139.021°E,1438
Myokosan,Confirmed Eruption,3700 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.891°N,138.114°E,2454
Avachinsky,Confirmed Eruption,3700 BCE,--,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717
Popocatepetl,Confirmed Eruption,3700 BCE,5,Mexico,México and Central America,Stratovolcano(es),19.023°N,98.622°W,5393
Katla,Confirmed Eruption,3720 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Hornopiren,Confirmed Eruption,3720 BCE,4,Chile,South America,Stratovolcano,41.874°S,72.431°W,1572
Villarrica,Confirmed Eruption,3730 BCE,--,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847
Redoubt,Confirmed Eruption,3730 BCE,--,United States,Alaska,Stratovolcano,60.485°N,152.742°W,3108
"Burney, Monte",Confirmed Eruption,3740 BCE,--,Chile,South America,Stratovolcano,52.33°S,73.4°W,1758
Chachimbiro,Confirmed Eruption,3740 BCE,3,Ecuador,South America,Stratovolcano,0.468°N,78.287°W,4106
Hengill,Confirmed Eruption,3750 BCE,2,Iceland,Iceland and Arctic Ocean,Crater rows,64.083°N,21.416°W,803
Grimsnes,Confirmed Eruption,3750 BCE,0,Iceland,Iceland and Arctic Ocean,Crater rows,64.05°N,20.883°W,200
Hekla,Confirmed Eruption,3750 BCE,--,Iceland,Iceland and Arctic Ocean,Stratovolcano,63.983°N,19.666°W,1490
Tenerife,Confirmed Eruption,3750 BCE,--,Spain,Atlantic Ocean,Stratovolcano,28.271°N,16.641°W,3715
Moffett,Confirmed Eruption,3750 BCE,--,United States,Alaska,Stratovolcano,51.944°N,176.747°W,1196
Mauna Loa,Confirmed Eruption,3750 BCE,0,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170
Kusatsu-Shiranesan,Confirmed Eruption,3750 BCE,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),36.618°N,138.528°E,2165
Izu-Oshima,Confirmed Eruption,3750 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.724°N,139.394°E,746
Iwatesan,Confirmed Eruption,3750 BCE,--,Japan,"Japan, Taiwan, Marianas",Complex,39.853°N,141.001°E,2038
Kujusan,Confirmed Eruption,3780 BCE,4,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),33.086°N,131.249°E,1791
Avachinsky,Confirmed Eruption,3790 BCE,4,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717
Katla,Confirmed Eruption,3790 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Reykjanes,Confirmed Eruption,3800 BCE,--,Iceland,Iceland and Arctic Ocean,Crater rows,63.817°N,22.717°W,140
Machin,Confirmed Eruption,3800 BCE,--,Colombia,South America,Stratovolcano,4.487°N,75.389°W,2749
Adams,Confirmed Eruption,3800 BCE,1,United States,Canada and Western USA,Stratovolcano,46.206°N,121.49°W,3742
Edgecumbe,Confirmed Eruption,3810 BCE,--,United States,Alaska,Stratovolcano(es),57.05°N,135.75°W,970
Katla,Confirmed Eruption,3810 BCE,--,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490
Pelee,Confirmed Eruption,3820 BCE,4,France,West Indies,Stratovolcano,14.809°N,61.165°W,1394
Rainier,Confirmed Eruption,3850 BCE,--,United States,Canada and Western USA,Stratovolcano,46.853°N,121.76°W,4392
Mono-Inyo Craters,Confirmed Eruption,3850 BCE,--,United States,Canada and Western USA,Lava dome(s),37.804°N,119.029°W,2796
Koniuji,Confirmed Eruption,3850 BCE,--,United States,Alaska,Stratovolcano,52.22°N,175.13°W,273
Kaguyak,Confirmed Eruption,3850 BCE,5,United States,Alaska,Lava dome(s),58.608°N,154.028°W,901
Akademia Nauk,Confirmed Eruption,3850 BCE,--,Russia,Kamchatka and Mainland Asia,Stratovolcano(es),53.98°N,159.45°E,1180
Bandaisan,Confirmed Eruption,3850 BCE,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,37.601°N,140.072°E,1816
Zaozan [Zaosan],Confirmed Eruption,3850 BCE,--,Japan,"Japan, Taiwan, Marianas",Complex,38.144°N,140.44°E,1841
Fuss Peak,Confirmed Eruption,3850 BCE,2,Russia,Kuril Islands,Stratovolcano,50.267°N,155.246°E,1742
Ischia,Confirmed Eruption,3880 BCE,--,Italy,Mediterranean and Western Asia,Complex,40.73°N,13.897°E,789
Cotopaxi,Confirmed Eruption,3880 BCE,5,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911
"Hudson, Cerro",Confirmed Eruption,3890 BCE,--,Chile,South America,Stratovolcano,45.9°S,72.97°W,1905
Redoubt,Confirmed Eruption,3890 BCE,--,United States,Alaska,Stratovolcano,60.485°N,152.742°W,3108
Gorely,Confirmed Eruption,3900 BCE,2,Russia,Kamchatka and Mainland Asia,Caldera,52.559°N,158.03°E,1799
